frame number,publisher_sent,subscriber_received,latency
11010,1706568286230,1706568286231,1
11011,1706568286240,1706568286241,1
11012,1706568286250,1706568286250,0
11013,1706568286259,1706568286260,1
11014,1706568286269,1706568286270,1
11015,1706568286278,1706568286279,1
11016,1706568286288,1706568286289,1
11017,1706568286298,1706568286298,0
11018,1706568286307,1706568286308,1
11019,1706568286317,1706568286318,1
11020,1706568286326,1706568286327,1
11021,1706568286336,1706568286336,0
11022,1706568286345,1706568286346,1
11023,1706568286355,1706568286355,0
11024,1706568286364,1706568286365,1
11025,1706568286374,1706568286374,0
11026,1706568286383,1706568286384,1
11027,1706568286393,1706568286393,0
11028,1706568286402,1706568286403,1
11029,1706568286411,1706568286412,1
11030,1706568286421,1706568286422,1
11031,1706568286430,1706568286431,1
11032,1706568286440,1706568286440,0
11033,1706568286449,1706568286450,1
11034,1706568286459,1706568286459,0
11035,1706568286468,1706568286469,1
11036,1706568286478,1706568286478,0
11037,1706568286487,1706568286488,1
11038,1706568286496,1706568286497,1
11039,1706568286506,1706568286507,1
11040,1706568286515,1706568286516,1
11041,1706568286525,1706568286526,1
11042,1706568286534,1706568286535,1
11043,1706568286544,1706568286544,0
11044,1706568286553,1706568286554,1
11045,1706568286563,1706568286563,0
11046,1706568286572,1706568286573,1
11047,1706568286582,1706568286582,0
11048,1706568286591,1706568286592,1
11049,1706568286601,1706568286601,0
11050,1706568286610,1706568286611,1
11051,1706568286620,1706568286620,0
11052,1706568286629,1706568286630,1
11053,1706568286638,1706568286639,1
11054,1706568286648,1706568286649,1
11055,1706568286658,1706568286659,1
11056,1706568286667,1706568286668,1
11057,1706568286677,1706568286678,1
11058,1706568286686,1706568286687,1
11059,1706568286696,1706568286696,0
11060,1706568286705,1706568286706,1
11061,1706568286715,1706568286715,0
11062,1706568286724,1706568286725,1
11063,1706568286733,1706568286734,1
11064,1706568286743,1706568286744,1
11065,1706568286752,1706568286753,1
11066,1706568286762,1706568286763,1
11067,1706568286771,1706568286772,1
11068,1706568286781,1706568286781,0
11069,1706568286790,1706568286791,1
11070,1706568286800,1706568286800,0
11071,1706568286809,1706568286810,1
11072,1706568286818,1706568286819,1
11073,1706568286828,1706568286829,1
