frame number,image_height,image_width,publisher_sent,subscriber_received,frequency,latency,packets_receieved_count,transport
1,240,426,1704679613124129355,1704679613133745269,5,9615914,1,3
1,240,426,1704679613124129355,1704679613134816334,5,10686979,2,3
2,240,426,1704679613328375024,1704679613334775078,5,6400054,3,3
2,240,426,1704679613328375024,1704679613335939815,5,7564791,4,3
3,240,426,1704679613533016051,1704679613539171423,5,6155372,5,3
3,240,426,1704679613533016051,1704679613540300824,5,7284773,6,3
4,240,426,1704679613737180715,1704679613743461095,5,6280380,7,3
4,240,426,1704679613737180715,1704679613744557494,5,7376779,8,3
5,240,426,1704679613941780740,1704679613949523541,5,7742801,9,3
5,240,426,1704679613941780740,1704679613950677610,5,8896870,10,3
6,240,426,1704679614150983709,1704679614158240814,5,7257105,11,3
6,240,426,1704679614150983709,1704679614159267209,5,8283500,12,3
7,240,426,1704679614359696982,1704679614367043759,5,7346777,13,3
7,240,426,1704679614359696982,1704679614368076488,5,8379506,14,3
8,240,426,1704679614568473925,1704679614575040655,5,6566730,15,3
8,240,426,1704679614568473925,1704679614576204726,5,7730801,16,3
9,240,426,1704679614773392636,1704679614779771021,5,6378385,17,3
9,240,426,1704679614773392636,1704679614780900089,5,7507453,18,3
10,240,426,1704679614977965659,1704679614984377713,5,6412054,19,3
10,240,426,1704679614977965659,1704679614985526782,5,7561123,20,3
11,240,426,1704679615182723360,1704679615188997072,5,6273712,21,3
11,240,426,1704679615182723360,1704679615190092472,5,7369112,22,3
12,240,426,1704679615387145375,1704679615393929118,5,6783743,23,3
12,240,426,1704679615387145375,1704679615395030184,5,7884809,24,3
13,240,426,1704679615592196427,1704679615598575146,5,6378719,25,3
13,240,426,1704679615592196427,1704679615599677212,5,7480785,26,3
14,240,426,1704679615796809120,1704679615803462521,5,6653401,27,3
14,240,426,1704679615796809120,1704679615804562588,5,7753468,28,3
15,240,426,1704679616001738165,1704679616008155219,5,6417054,29,3
15,240,426,1704679616001738165,1704679616009255285,5,7517120,30,3
16,240,426,1704679616206209516,1704679616212942923,5,6733407,31,3
16,240,426,1704679616206209516,1704679616214102659,5,7893143,32,3
17,240,426,1704679616411126227,1704679616417566950,5,6440723,33,3
17,240,426,1704679616411126227,1704679616418688018,5,7561791,34,3
18,240,426,1704679616615708919,1704679616622387655,5,6678736,35,3
18,240,426,1704679616615708919,1704679616623525724,5,7816805,36,3
19,240,426,1704679616820501956,1704679616827022683,5,6520727,37,3
19,240,426,1704679616820501956,1704679616828099748,5,7597792,38,3
20,240,426,1704679617025121983,1704679617031838389,5,6716406,39,3
20,240,426,1704679617025121983,1704679617032931121,5,7809138,40,3
21,240,426,1704679617229883352,1704679617236328408,5,6445056,41,3
21,240,426,1704679617229883352,1704679617237467144,5,7583792,42,3
22,240,426,1704679617434531048,1704679617441028774,5,6497726,43,3
22,240,426,1704679617434531048,1704679617442160842,5,7629794,44,3
23,240,426,1704679617639068071,1704679617645176106,5,6108035,45,3
23,240,426,1704679617639068071,1704679617646320509,5,7252438,46,3
24,240,426,1704679617843312409,1704679617849373775,5,6061366,47,3
24,240,426,1704679617843312409,1704679617850524844,5,7212435,48,3
25,240,426,1704679618047541746,1704679618054033138,5,6491392,49,3
25,240,426,1704679618047541746,1704679618055409555,5,7867809,50,3
26,240,426,1704679618252112771,1704679618258546160,5,6433389,51,3
26,240,426,1704679618252112771,1704679618259619558,5,7506787,52,3
27,240,426,1704679618456628459,1704679618462816500,5,6188041,53,3
27,240,426,1704679618456628459,1704679618463905565,5,7277106,54,3
28,240,426,1704679618660934135,1704679618667552535,5,6618400,55,3
28,240,426,1704679618660934135,1704679618668628600,5,7694465,56,3
29,240,426,1704679618865642835,1704679618872142227,5,6499392,57,3
29,240,426,1704679618865642835,1704679618873220293,5,7577458,58,3
30,240,426,1704679619070246529,1704679619076505907,5,6259378,59,3
30,240,426,1704679619070246529,1704679619077591306,5,7344777,60,3
31,240,426,1704679619274639210,1704679619281362283,5,6723073,61,3
31,240,426,1704679619274639210,1704679619282599358,5,7960148,62,3
32,240,426,1704679619479584258,1704679619485113592,5,5529334,63,3
32,240,426,1704679619479584258,1704679619486205325,5,6621067,64,3
33,240,426,1704679619683181558,1704679619688807231,5,5625673,65,3
33,240,426,1704679619683181558,1704679619689908631,5,6727073,66,3
34,240,426,1704679619886817861,1704679619892344528,5,5526667,67,3
34,240,426,1704679619886817861,1704679619893476930,5,6659069,68,3
35,240,426,1704679620090472164,1704679620096004165,5,5532001,69,3
35,240,426,1704679620090472164,1704679620097098231,5,6626067,70,3
36,240,426,1704679620294082799,1704679620299648135,5,5565336,71,3
36,240,426,1704679620294082799,1704679620300720867,5,6638068,72,3
37,240,426,1704679620497714768,1704679620503250103,5,5535335,73,3
37,240,426,1704679620497714768,1704679620504347836,5,6633068,74,3
38,240,426,1704679620701367072,1704679620706984745,5,5617673,75,3
38,240,426,1704679620701367072,1704679620708061810,5,6694738,76,3
39,240,426,1704679620905019043,1704679620910384367,5,5365324,77,3
39,240,426,1704679620905019043,1704679620911534437,5,6515394,78,3
40,240,426,1704679621108503004,1704679621114114676,5,5611672,79,3
40,240,426,1704679621108503004,1704679621115197741,5,6694737,80,3
41,240,426,1704679621312182976,1704679621317808983,5,5626007,81,3
41,240,426,1704679621312182976,1704679621318957386,5,6774410,82,3
42,240,426,1704679621515856949,1704679621521402617,5,5545668,83,3
42,240,426,1704679621515856949,1704679621522530685,5,6673736,84,3
43,240,426,1704679621719480918,1704679621725074256,5,5593338,85,3
43,240,426,1704679621719480918,1704679621726165655,5,6684737,86,3
44,240,426,1704679621923165558,1704679621928784897,5,5619339,87,3
44,240,426,1704679621923165558,1704679621929866963,5,6701405,88,3
45,240,426,1704679622126826530,1704679622132365531,5,5539001,89,3
45,240,426,1704679622126826530,1704679622133506600,5,6680070,90,3
46,240,426,1704679622330474501,1704679622336029503,5,5555002,91,3
46,240,426,1704679622330474501,1704679622337122903,5,6648402,92,3
47,240,426,1704679622534056468,1704679622539634472,5,5578004,93,3
47,240,426,1704679622534056468,1704679622540742872,5,6686404,94,3
48,240,426,1704679622737733108,1704679622743255442,5,5522334,95,3
48,240,426,1704679622737733108,1704679622744341507,5,6608399,96,3
49,240,426,1704679622941351411,1704679622947398443,5,6047032,97,3
49,240,426,1704679622941351411,1704679622948518844,5,7167433,98,3
50,240,426,1704679623145126391,1704679623150739063,5,5612672,99,3
50,240,426,1704679623145126391,1704679623152071143,5,6944752,100,3
51,240,426,1704679623348760695,1704679623354273361,5,5512666,101,3
51,240,426,1704679623348760695,1704679623355366094,5,6605399,102,3
52,240,426,1704679623552357330,1704679623557974336,5,5617006,103,3
52,240,426,1704679623552357330,1704679623559057069,5,6699739,104,3
53,240,426,1704679623756021303,1704679623761656310,5,5635007,105,3
53,240,426,1704679623756021303,1704679623762754377,5,6733074,106,3
54,240,426,1704679623959710944,1704679623965160940,5,5449996,107,3
54,240,426,1704679623959710944,1704679623966240672,5,6529728,108,3
55,240,426,1704679624163176239,1704679624168778577,5,5602338,109,3
55,240,426,1704679624163176239,1704679624169876644,5,6700405,110,3
56,240,426,1704679624366869214,1704679624372408549,5,5539335,111,3
56,240,426,1704679624366869214,1704679624373539284,5,6670070,112,3
57,240,426,1704679624570548855,1704679624576090857,5,5542002,113,3
57,240,426,1704679624570548855,1704679624577194923,5,6646068,114,3
58,240,426,1704679624774186160,1704679624779767831,5,5581671,115,3
58,240,426,1704679624774186160,1704679624780853563,5,6667403,116,3
59,240,426,1704679624977852467,1704679624983330131,5,5477664,117,3
59,240,426,1704679624977852467,1704679624984473200,5,6620733,118,3
60,240,426,1704679625181382433,1704679625187064443,5,5682010,119,3
60,240,426,1704679625181382433,1704679625188148508,5,6766075,120,3
61,240,426,1704679625385039073,1704679625390705415,5,5666342,121,3
61,240,426,1704679625385039073,1704679625391805815,5,6766742,122,3
62,240,426,1704679625588750716,1704679625594307719,5,5557003,123,3
62,240,426,1704679625588750716,1704679625595509458,5,6758742,124,3
63,240,426,1704679625792332685,1704679625797900688,5,5568003,125,3
63,240,426,1704679625792332685,1704679625799005422,5,6672737,126,3
64,240,426,1704679625995994326,1704679626001494991,5,5500665,127,3
64,240,426,1704679625995994326,1704679626002632393,5,6638067,128,3
65,240,426,1704679626199524959,1704679626205101629,5,5576670,129,3
65,240,426,1704679626199524959,1704679626206230364,5,6705405,130,3
66,240,426,1704679626403166598,1704679626408833941,5,5667343,131,3
