frame number,image_height,image_width,publisher_sent,subscriber_received,frequency,latency,packets_receieved_count,transport
1,240,426,1704679472127543081,1704679472149353390,5,21810309,1,2
1,240,426,1704679472127543081,1704679472150475124,5,22932043,2,2
2,240,426,1704679472332599721,1704679472339756484,5,7156763,3,2
2,240,426,1704679472332599721,1704679472341043561,5,8443840,4,2
3,240,426,1704679472538005049,1704679472545307154,5,7302105,5,2
3,240,426,1704679472538005049,1704679472546511560,5,8506511,6,2
4,240,426,1704679472743390376,1704679472750667813,5,7277437,7,2
4,240,426,1704679472743390376,1704679472751797547,5,8407171,8,2
5,240,426,1704679472948843373,1704679472956010470,5,7167097,9,2
5,240,426,1704679472948843373,1704679472957132204,5,8288831,10,2
6,240,426,1704679473154221367,1704679473161514138,5,7292771,11,2
6,240,426,1704679473154221367,1704679473162653873,5,8432506,12,2
7,240,426,1704679473359699367,1704679473366969470,5,7270103,13,2
7,240,426,1704679473359699367,1704679473368081870,5,8382503,14,2
8,240,426,1704679473565091694,1704679473572515140,5,7423446,15,2
8,240,426,1704679473565091694,1704679473573637207,5,8545513,16,2
9,240,426,1704679473770617697,1704679473777941470,5,7323773,17,2
9,240,426,1704679473770617697,1704679473779079538,5,8461841,18,2
10,240,426,1704679473976125698,1704679473983240792,5,7115094,19,2
10,240,426,1704679473976125698,1704679473984393528,5,8267830,20,2
11,240,426,1704679474181561029,1704679474188823132,5,7262103,21,2
11,240,426,1704679474181561029,1704679474189935865,5,8374836,22,2
12,240,426,1704679474386998027,1704679474394214460,5,7216433,23,2
12,240,426,1704679474386998027,1704679474395339194,5,8341167,24,2
13,240,426,1704679474592358353,1704679474599700794,5,7342441,25,2
13,240,426,1704679474592358353,1704679474600822861,5,8464508,26,2
14,240,426,1704679474797922692,1704679474804967115,5,7044423,27,2
14,240,426,1704679474797922692,1704679474806112517,5,8189825,28,2
15,240,426,1704679475003224015,1704679475010640793,5,7416778,29,2
15,240,426,1704679475003224015,1704679475011768861,5,8544846,30,2
16,240,426,1704679475208930029,1704679475226259736,5,17329707,31,2
16,240,426,1704679475208930029,1704679475227390804,5,18460775,32,2
17,240,426,1704679475414594375,1704679475421933148,5,7338773,33,2
17,240,426,1704679475414594375,1704679475423029881,5,8435506,34,2
18,240,426,1704679475619653350,1704679475626951122,5,7297772,35,2
18,240,426,1704679475619653350,1704679475628053521,5,8400171,36,2
19,240,426,1704679475824663323,1704679475863174968,5,38511645,37,2
19,240,426,1704679475824663323,1704679475864528716,5,39865393,38,2
20,240,426,1704679476029595958,1704679476037365757,5,7769799,39,2
20,240,426,1704679476029595958,1704679476038607499,5,9011541,40,2
21,240,426,1704679476235573322,1704679476251247263,5,15673941,41,2
21,240,426,1704679476235573322,1704679476253395725,5,17822403,42,2
22,240,426,1704679476449681175,1704679476457331301,5,7650126,43,2
22,240,426,1704679476449681175,1704679476458770387,5,9089212,44,2
23,240,426,1704679476655792214,1704679476662739965,5,6947751,45,2
23,240,426,1704679476655792214,1704679476663838031,5,8045817,46,2
24,240,426,1704679476861007866,1704679476867921281,5,6913415,47,2
24,240,426,1704679476861007866,1704679476869030015,5,8022149,48,2
25,240,426,1704679477066166849,1704679477073303611,5,7136762,49,2
25,240,426,1704679477066166849,1704679477074691694,5,8524845,50,2
26,240,426,1704679477271675519,1704679477278510930,5,6835411,51,2
26,240,426,1704679477271675519,1704679477279656998,5,7981479,52,2
27,240,426,1704679477476906173,1704679477483768585,5,6862412,53,2
27,240,426,1704679477476906173,1704679477484870651,5,7964478,54,2
28,240,426,1704679477682071156,1704679477689142581,5,7071425,55,2
28,240,426,1704679477682071156,1704679477690369654,5,8298498,56,2
