frame number,image_height,image_width,publisher_sent,subscriber_received,frequency,latency,packets_receieved_count,transport
1,1920,1080,1704670834286675197,1704670835052563500,5,765888303,1,1
2,1920,1080,1704670834532730703,1704670835264040780,5,731310077,2,1
3,1920,1080,1704670834779807941,1704670835555594549,5,775786608,3,1
1,1920,1080,1704670834286675197,1704670836004887473,5,1718212276,4,1
2,1920,1080,1704670834532730703,1704670836300276490,5,1767545787,5,1
4,1920,1080,1704670835722374953,1704670836318474328,5,596099375,6,1
3,1920,1080,1704670834779807941,1704670836897868629,5,2118060688,7,1
5,1920,1080,1704670836465723474,1704670836916363153,5,450639679,8,1
4,1920,1080,1704670835722374953,1704670837346241162,5,1623866209,9,1
6,1920,1080,1704670837063187606,1704670837365498402,5,302310796,10,1
5,1920,1080,1704670836465723474,1704670838018034081,5,1552310607,11,1
7,1920,1080,1704670837510480403,1704670838037038638,5,526558235,12,1
6,1920,1080,1704670837063187606,1704670838680959430,5,1617771824,13,1
8,1920,1080,1704670838183720748,1704670838698717573,5,514996825,14,1
1,19,10,1704674029168287661,1704674029677765442,5,509477781,15,1
2,19,10,1704674029368471684,1704674029692474349,5,324002665,16,1
3,19,10,1704674029568522032,1704674029692674362,5,124152330,17,1
7,1920,1080,1704670837510480403,1704674029729545971,5,3192219065568,18,1
8,1920,1080,1704670838183720748,1704674029748500808,5,3191564780060,19,1
1,19,10,1704674029168287661,1704674029748848829,5,580561168,20,1
2,19,10,1704674029368471684,1704674029773399678,5,404927994,21,1
4,19,10,1704674029768893733,1704674029773644693,5,4750960,22,1
3,19,10,1704674029568522032,1704674029974304745,5,405782713,23,1
5,19,10,1704674029969066088,1704674029974586096,5,5520008,24,1
4,19,10,1704674029768893733,1704674030175255149,5,406361416,25,1
6,19,10,1704674030169373119,1704674030175493497,5,6120378,26,1
5,19,10,1704674029969066088,1704674030370209182,5,401143094,27,1
7,19,10,1704674030369532807,1704674030370443864,5,911057,28,1
6,19,10,1704674030169373119,1704674030576759599,5,407386480,29,1
8,19,10,1704674030569693829,1704674030576969612,5,7275783,30,1
7,19,10,1704674030369532807,1704674030777459987,5,407927180,31,1
9,19,10,1704674030770041529,1704674030777693668,5,7652139,32,1
8,19,10,1704674030569693829,1704674030978211379,5,408517550,33,1
10,19,10,1704674030970286889,1704674030978481729,5,8194840,34,1
9,19,10,1704674030770041529,1704674031179089445,5,409047916,35,1
11,19,10,1704674031170601254,1704674031179315126,5,8713872,36,1
10,19,10,1704674030970286889,1704674031380024515,5,409737626,37,1
12,19,10,1704674031370844948,1704674031380283531,5,9438583,38,1
11,19,10,1704674031170601254,1704674031580942917,5,410341663,39,1
13,19,10,1704674031571109977,1704674031581186932,5,10076955,40,1
12,19,10,1704674031370844948,1704674031771795365,5,400950417,41,1
14,19,10,1704674031771383006,1704674031771982377,5,599371,42,1
13,19,10,1704674031571109977,1704674031982604045,5,411494068,43,1
15,19,10,1704674031971709705,1704674031982800057,5,11090352,44,1
14,19,10,1704674031771383006,1704674032183470777,5,412087771,45,1
16,19,10,1704674032171949066,1704674032183672123,5,11723057,46,1
15,19,10,1704674031971709705,1704674032384252505,5,412542800,47,1
17,19,10,1704674032372226096,1704674032384525522,5,12299426,48,1
16,19,10,1704674032171949066,1704674032585104570,5,413155504,49,1
18,19,10,1704674032572496125,1704674032585291915,5,12795790,50,1
17,19,10,1704674032372226096,1704674032785981304,5,413755208,51,1
19,19,10,1704674032772741153,1704674032786206651,5,13465498,52,1
18,19,10,1704674032572496125,1704674032986752364,5,414256239,53,1
20,19,10,1704674032972988181,1704674032986941709,5,13953528,54,1
19,19,10,1704674032772741153,1704674033187603430,5,414862277,55,1
