frame number,image_height,image_width,publisher_sent,subscriber_received,frequency,latency,packets_receieved_count,transport
1,480,720,1704674632051072888,1704674632573567731,5,522494843,1,1
1,480,720,1704674632051072888,1704674632576891932,5,525819044,2,1
2,480,720,1704674632258599403,1704674632614113177,5,355513774,3,1
2,480,720,1704674632258599403,1704674632617379373,5,358779970,4,1
3,480,720,1704674632465514882,1704674632757911848,5,292396966,5,1
3,480,720,1704674632465514882,1704674632762143104,5,296628222,6,1
4,480,720,1704674632711917408,1704674632994633458,5,282716050,7,1
4,480,720,1704674632711917408,1704674632999026056,5,287108648,8,1
5,480,720,1704674632949466067,1704674633232573141,5,283107074,9,1
5,480,720,1704674632949466067,1704674633236769727,5,287303660,10,1
6,480,720,1704674633186371021,1704674633470562827,5,284191806,11,1
6,480,720,1704674633186371021,1704674633474589070,5,288218049,12,1
7,480,720,1704674633423634664,1704674633706365048,5,282730384,13,1
7,480,720,1704674633423634664,1704674633710774981,5,287140317,14,1
8,480,720,1704674633660645624,1704674633943177997,5,282532373,15,1
8,480,720,1704674633660645624,1704674633947717604,5,287071980,16,1
9,480,720,1704674633897980605,1704674634180526979,5,282546374,17,1
9,480,720,1704674633897980605,1704674634184973580,5,286992975,18,1
10,480,720,1704674634134890560,1704674634418306320,5,283415760,19,1
10,480,720,1704674634134890560,1704674634422620580,5,287730020,20,1
11,480,720,1704674634372542226,1704674634656388012,5,283845786,21,1
11,480,720,1704674634372542226,1704674634660526262,5,287984036,22,1
12,480,720,1704674634609692529,1704674634892104229,5,282411700,23,1
12,480,720,1704674634609692529,1704674634896582499,5,286889970,24,1
13,480,720,1704674634846484144,1704674635128965182,5,282481038,25,1
13,480,720,1704674634846484144,1704674635133390449,5,286906305,26,1
14,480,720,1704674635083842793,1704674635366397836,5,282555043,27,1
14,480,720,1704674635083842793,1704674635370791101,5,286948308,28,1
15,480,720,1704674635320883091,1704674635605890948,5,285007857,29,1
15,480,720,1704674635320883091,1704674635610218542,5,289335451,30,1
16,480,720,1704674635558111399,1704674635842459883,5,284348484,31,1
16,480,720,1704674635558111399,1704674635846522795,5,288411396,32,1
17,480,720,1704674635795688395,1704674636078514454,5,282826059,33,1
17,480,720,1704674635795688395,1704674636082999058,5,287310663,34,1
18,480,720,1704674636032594684,1704674636316040781,5,283446097,35,1
18,480,720,1704674636032594684,1704674636320092026,5,287497342,36,1
19,480,720,1704674636270135012,1704674636553114415,5,282979403,37,1
19,480,720,1704674636270135012,1704674636557466010,5,287330998,38,1
20,480,720,1704674636506992633,1704674636790917092,5,283924459,39,1
20,480,720,1704674636506992633,1704674636795073342,5,288080709,40,1
21,480,720,1704674636744756641,1704674637025702587,5,280945946,41,1
21,480,720,1704674636744756641,1704674637029737830,5,284981189,42,1
22,480,720,1704674636982030619,1704674637260912775,5,278882156,43,1
22,480,720,1704674636982030619,1704674637265050358,5,283019739,44,1
23,480,720,1704674637217423485,1704674637498889463,5,281465978,45,1
23,480,720,1704674637217423485,1704674637513760027,5,296336542,46,1
24,480,720,1704674637452857353,1704674637761250956,5,308393603,47,1
24,480,720,1704674637452857353,1704674637766094915,5,313237562,48,1
25,480,720,1704674637688791252,1704674638020170241,5,331378989,49,1
25,480,720,1704674637688791252,1704674638025288550,5,336497298,50,1
26,480,720,1704674637950641380,1704674638279611558,5,328970178,51,1
26,480,720,1704674637950641380,1704674638283462124,5,332820744,52,1
27,480,720,1704674638213728917,1704674638517199891,5,303470974,53,1
27,480,720,1704674638213728917,1704674638520765106,5,307036189,54,1
28,480,720,1704674638467488225,1704674638752726432,5,285238207,55,1
28,480,720,1704674638467488225,1704674638756713006,5,289224781,56,1
29,480,720,1704674638704296844,1704674638992021867,5,287725023,57,1
29,480,720,1704674638704296844,1704674638996908828,5,292611984,58,1
30,480,720,1704674638942538882,1704674639231778664,5,289239782,59,1
30,480,720,1704674638942538882,1704674639236317605,5,293778723,60,1
31,480,720,1704674639182691703,1704674639468995308,5,286303605,61,1
31,480,720,1704674639182691703,1704674639472356177,5,289664474,62,1
32,480,720,1704674639422538839,1704674639703979817,5,281440978,63,1
32,480,720,1704674639422538839,1704674639708207072,5,285668233,64,1
33,480,720,1704674639657837367,1704674639940724099,5,282886732,65,1
33,480,720,1704674639657837367,1704674639944615334,5,286777967,66,1
34,480,720,1704674639892532192,1704674640175569601,5,283037409,67,1
34,480,720,1704674639892532192,1704674640179515505,5,286983313,68,1
35,480,720,1704674640129389148,1704674640410911132,5,281521984,69,1
35,480,720,1704674640129389148,1704674640414770032,5,285380884,70,1
36,480,720,1704674640365880415,1704674640646365670,5,280485255,71,1
36,480,720,1704674640365880415,1704674640650259239,5,284378824,72,1
37,480,720,1704674640601043936,1704674640882520918,5,281476982,73,1
37,480,720,1704674640601043936,1704674640887166865,5,286122929,74,1
38,480,720,1704674640836286795,1704674641116802052,5,280515257,75,1
38,480,720,1704674640836286795,1704674641120657951,5,284371156,76,1
39,480,720,1704674641072449709,1704674641357181888,5,284732179,77,1
39,480,720,1704674641072449709,1704674641361288136,5,288838427,78,1
40,480,720,1704674641306805182,1704674641604504810,5,297699628,79,1
40,480,720,1704674641306805182,1704674641607921349,5,301116167,80,1
41,480,720,1704674641551759961,1704674641828373983,5,276614022,81,1
41,480,720,1704674641551759961,1704674641832754247,5,280994286,82,1
42,480,720,1704674641787855205,1704674642063076810,5,275221605,83,1
42,480,720,1704674641787855205,1704674642078852762,5,290997557,84,1
43,480,720,1704674642020565579,1704674642295539503,5,274973924,85,1
43,480,720,1704674642020565579,1704674642299494408,5,278928829,86,1
44,480,720,1704674642253479965,1704674642528603565,5,275123600,87,1
44,480,720,1704674642253479965,1704674642532502133,5,279022168,88,1
45,480,720,1704674642486378684,1704674642760238874,5,273860190,89,1
45,480,720,1704674642486378684,1704674642764622472,5,278243788,90,1
46,480,720,1704674642719197064,1704674642994309997,5,275112933,91,1
46,480,720,1704674642719197064,1704674642998179564,5,278982500,92,1
47,480,720,1704674642951931440,1704674643226335997,5,274404557,93,1
47,480,720,1704674642951931440,1704674643230507915,5,278576475,94,1
48,480,720,1704674643184779489,1704674643458626013,5,273846524,95,1
48,480,720,1704674643184779489,1704674643462900271,5,278120782,96,1
49,480,720,1704674643417893555,1704674643692450788,5,274557233,97,1
49,480,720,1704674643417893555,1704674643696308354,5,278414799,98,1
50,480,720,1704674643650697936,1704674643925067157,5,274369221,99,1
50,480,720,1704674643650697936,1704674643929369084,5,278671148,100,1
51,480,720,1704674643882832609,1704674644158976938,5,276144329,101,1
51,480,720,1704674643882832609,1704674644163130189,5,280297580,102,1
52,480,720,1704674644117360094,1704674644392010333,5,274650239,103,1
52,480,720,1704674644117360094,1704674644396127915,5,278767821,104,1
