frame number,image_height,image_width,publisher_sent,subscriber_received,frequency,latency,packets_receieved_count,transport
1,10,10,1705262182220291906,1705262182220965615,5,673709,1,3
1,10,10,1705262182220291906,1705262182221233298,5,941392,2,3
2,10,10,1705262182420583653,1705262182420875671,5,292018,3,3
2,10,10,1705262182420583653,1705262182421091017,5,507364,4,3
3,10,10,1705262182620755391,1705262182621165417,5,410026,5,3
3,10,10,1705262182620755391,1705262182621380430,5,625039,6,3
4,10,10,1705262182820995134,1705262182821551502,5,556368,7,3
4,10,10,1705262182820995134,1705262182821777183,5,782049,8,3
5,10,10,1705262183021328883,1705262183021663237,5,334354,9,3
5,10,10,1705262183021328883,1705262183021851582,5,522699,10,3
6,10,10,1705262183221500288,1705262183221786973,5,286685,11,3
6,10,10,1705262183221500288,1705262183221989652,5,489364,12,3
7,10,10,1705262183421664693,1705262183421968712,5,304019,13,3
7,10,10,1705262183421664693,1705262183422119388,5,454695,14,3
8,10,10,1705262183621819431,1705262183622267792,5,448361,15,3
8,10,10,1705262183621819431,1705262183622470472,5,651041,16,3
9,10,10,1705262183822087843,1705262183822428530,5,340687,17,3
9,10,10,1705262183822087843,1705262183822605208,5,517365,18,3
10,10,10,1705262184022269249,1705262184022604603,5,335354,19,3
10,10,10,1705262184022269249,1705262184022781280,5,512031,20,3
11,10,10,1705262184222458322,1705262184222773675,5,315353,21,3
11,10,10,1705262184222458322,1705262184222974021,5,515699,22,3
12,10,10,1705262184422653729,1705262184422978416,5,324687,23,3
12,10,10,1705262184422653729,1705262184423124092,5,470363,24,3
13,10,10,1705262184622803133,1705262184623148821,5,345688,25,3
13,10,10,1705262184622803133,1705262184623307498,5,504365,26,3
14,10,10,1705262184822998207,1705262184823511905,5,513698,27,3
14,10,10,1705262184822998207,1705262184823708251,5,710044,28,3
15,10,10,1705262185023988330,1705262185024400355,5,412025,29,3
15,10,10,1705262185023988330,1705262185024557032,5,568702,30,3
16,10,10,1705262185224753439,1705262185225152797,5,399358,31,3
16,10,10,1705262185224753439,1705262185225301473,5,548034,32,3
17,10,10,1705262185425495213,1705262185425867903,5,372690,33,3
17,10,10,1705262185425495213,1705262185426053581,5,558368,34,3
18,10,10,1705262185626257322,1705262185626766354,5,509032,35,3
18,10,10,1705262185626257322,1705262185627072706,5,815384,36,3
19,10,10,1705262185826556736,1705262185826866755,5,310019,37,3
19,10,10,1705262185826556736,1705262185827072101,5,515365,38,3
20,10,10,1705262186026741809,1705262186027093164,5,351355,39,3
20,10,10,1705262186026741809,1705262186027255174,5,513365,40,3
21,10,10,1705262186226937550,1705262186227285905,5,348355,41,3
21,10,10,1705262186226937550,1705262186227442248,5,504698,42,3
22,10,10,1705262186427133957,1705262186427600986,5,467029,43,3
22,10,10,1705262186427133957,1705262186427773663,5,639706,44,3
23,10,10,1705262186627458039,1705262186628051742,5,593703,45,3
23,10,10,1705262186627458039,1705262186628288090,5,830051,46,3
