frame number,publisher_sent,subscriber_received,latency
120002,1706472318110,1706472318112,2
120003,1706472318120,1706472318120,0
120004,1706472318128,1706472318129,1
120005,1706472318137,1706472318137,0
120006,1706472318145,1706472318145,0
120007,1706472318153,1706472318154,1
120008,1706472318162,1706472318162,0
120009,1706472318170,1706472318170,0
120010,1706472318178,1706472318179,1
120011,1706472318187,1706472318187,0
120012,1706472318195,1706472318196,1
120013,1706472318204,1706472318204,0
120014,1706472318213,1706472318213,0
120015,1706472318222,1706472318222,0
120016,1706472318230,1706472318231,1
120017,1706472318239,1706472318240,1
120018,1706472318248,1706472318249,1
120019,1706472318258,1706472318259,1
120020,1706472318266,1706472318267,1
120021,1706472318274,1706472318275,1
120022,1706472318283,1706472318283,0
120023,1706472318291,1706472318291,0
120024,1706472318299,1706472318300,1
120025,1706472318307,1706472318308,1
120026,1706472318315,1706472318316,1
120027,1706472318324,1706472318324,0
120028,1706472318332,1706472318332,0
120029,1706472318340,1706472318341,1
120030,1706472318348,1706472318349,1
120031,1706472318358,1706472318362,4
120032,1706472318367,1706472318368,1
120033,1706472318375,1706472318376,1
120034,1706472318383,1706472318384,1
120035,1706472318392,1706472318392,0
120036,1706472318400,1706472318401,1
120037,1706472318408,1706472318409,1
120038,1706472318416,1706472318417,1
120039,1706472318425,1706472318425,0
120040,1706472318433,1706472318433,0
120041,1706472318441,1706472318442,1
120042,1706472318449,1706472318450,1
120043,1706472318457,1706472318458,1
120044,1706472318466,1706472318466,0
120045,1706472318474,1706472318474,0
120046,1706472318482,1706472318483,1
120047,1706472318490,1706472318491,1
120048,1706472318498,1706472318499,1
120049,1706472318507,1706472318507,0
120050,1706472318515,1706472318516,1
120051,1706472318523,1706472318524,1
120052,1706472318531,1706472318532,1
120053,1706472318540,1706472318540,0
120054,1706472318548,1706472318548,0
120055,1706472318556,1706472318557,1
120056,1706472318564,1706472318565,1
120057,1706472318572,1706472318573,1
120058,1706472318581,1706472318581,0
120059,1706472318589,1706472318589,0
120060,1706472318597,1706472318598,1
120061,1706472318605,1706472318606,1
120062,1706472318613,1706472318614,1
120063,1706472318622,1706472318622,0
120064,1706472318630,1706472318631,1
120065,1706472318638,1706472318639,1
120066,1706472318646,1706472318647,1
120067,1706472318655,1706472318655,0
120068,1706472318663,1706472318663,0
120069,1706472318671,1706472318672,1
120070,1706472318679,1706472318680,1
120071,1706472318687,1706472318688,1
120072,1706472318696,1706472318696,0
120073,1706472318704,1706472318704,0
120074,1706472318712,1706472318713,1
120075,1706472318720,1706472318721,1
120076,1706472318728,1706472318729,1
120077,1706472318737,1706472318737,0
120078,1706472318745,1706472318745,0
120079,1706472318753,1706472318754,1
120080,1706472318761,1706472318762,1
120081,1706472318769,1706472318770,1
120082,1706472318778,1706472318778,0
120083,1706472318786,1706472318786,0
120084,1706472318794,1706472318795,1
120085,1706472318802,1706472318803,1
120086,1706472318810,1706472318811,1
120087,1706472318819,1706472318819,0
120088,1706472318827,1706472318827,0
120089,1706472318835,1706472318836,1
120090,1706472318843,1706472318844,1
120091,1706472318851,1706472318852,1
120092,1706472318860,1706472318860,0
120093,1706472318868,1706472318868,0
120094,1706472318876,1706472318877,1
120095,1706472318884,1706472318885,1
120096,1706472318892,1706472318893,1
120097,1706472318901,1706472318901,0
120098,1706472318909,1706472318909,0
120099,1706472318917,1706472318918,1
120100,1706472318925,1706472318926,1
120101,1706472318933,1706472318934,1
120102,1706472318942,1706472318942,0
120103,1706472318950,1706472318950,0
120104,1706472318958,1706472318959,1
120105,1706472318966,1706472318967,1
120106,1706472318974,1706472318975,1
120107,1706472318983,1706472318983,0
120108,1706472318991,1706472318991,0
120109,1706472318999,1706472319000,1
120110,1706472319007,1706472319008,1
120111,1706472319015,1706472319016,1
120112,1706472319024,1706472319024,0
120113,1706472319032,1706472319033,1
120114,1706472319040,1706472319041,1
120115,1706472319048,1706472319049,1
120116,1706472319056,1706472319057,1
120117,1706472319065,1706472319065,0
120118,1706472319073,1706472319073,0
120119,1706472319081,1706472319082,1
120120,1706472319089,1706472319090,1
120121,1706472319097,1706472319098,1
120122,1706472319106,1706472319106,0
120123,1706472319114,1706472319115,1
120124,1706472319122,1706472319123,1
120125,1706472319130,1706472319131,1
120126,1706472319139,1706472319139,0
120127,1706472319147,1706472319147,0
120128,1706472319155,1706472319156,1
120129,1706472319163,1706472319164,1
120130,1706472319171,1706472319172,1
120131,1706472319180,1706472319180,0
120132,1706472319188,1706472319188,0
120133,1706472319196,1706472319197,1
120134,1706472319204,1706472319205,1
120135,1706472319212,1706472319213,1
120136,1706472319221,1706472319221,0
120137,1706472319229,1706472319229,0
120138,1706472319237,1706472319238,1
120139,1706472319245,1706472319246,1
120140,1706472319253,1706472319254,1
120141,1706472319262,1706472319262,0
120142,1706472319270,1706472319271,1
120143,1706472319278,1706472319279,1
120144,1706472319286,1706472319287,1
120145,1706472319294,1706472319295,1
120146,1706472319303,1706472319303,0
120147,1706472319311,1706472319312,1
120148,1706472319319,1706472319320,1
120149,1706472319327,1706472319328,1
120150,1706472319336,1706472319336,0
120151,1706472319344,1706472319344,0
120152,1706472319352,1706472319353,1
120153,1706472319360,1706472319361,1
120154,1706472319368,1706472319369,1
