frame number,publisher_sent,subscriber_received,latency
17053,1708052137078170,1708052137082932,4762
17054,1708052137091122,1708052137094597,3475
17055,1708052137104230,1708052137108809,4579
17056,1708052137117153,1708052137121239,4086
17057,1708052137130225,1708052137133625,3400
17058,1708052137143250,1708052137146343,3093
17059,1708052137156215,1708052137159702,3487
17060,1708052137168666,1708052137171537,2871
17061,1708052137181274,1708052137185346,4072
17062,1708052137194049,1708052137197231,3182
17063,1708052137206752,1708052137209812,3060
17064,1708052137219500,1708052137222722,3222
17065,1708052137232651,1708052137236290,3639
17066,1708052137245331,1708052137252329,6998
17067,1708052137262153,1708052137265864,3711
17068,1708052137274758,1708052137277806,3048
17069,1708052137287467,1708052137290639,3172
17070,1708052137300374,1708052137307452,7078
17071,1708052137313105,1708052137317720,4615
17072,1708052137326026,1708052137332651,6625
17073,1708052137338500,1708052137341474,2974
17074,1708052137351232,1708052137354964,3732
17075,1708052137363970,1708052137366855,2885
17076,1708052137376697,1708052137380290,3593
17077,1708052137389444,1708052137393216,3772
17078,1708052137402301,1708052137405388,3087
17079,1708052137415125,1708052137417610,2485
17080,1708052137427933,1708052137431199,3266
17081,1708052137440371,1708052137444288,3917
17082,1708052137453117,1708052137457302,4185
17083,1708052137465729,1708052137469065,3336
17084,1708052137478436,1708052137480873,2437
17085,1708052137491181,1708052137494350,3169
17086,1708052137503735,1708052137506428,2693
17087,1708052137516308,1708052137519022,2714
17088,1708052137529021,1708052137531414,2393
17089,1708052137541727,1708052137545415,3688
17090,1708052137554290,1708052137557326,3036
17091,1708052137566764,1708052137570870,4106
17092,1708052137579388,1708052137582841,3453
17093,1708052137591986,1708052137596711,4725
17094,1708052137604626,1708052137608112,3486
17095,1708052137617081,1708052137619790,2709
17096,1708052137630008,1708052137633106,3098
17097,1708052137643137,1708052137645989,2852
17098,1708052137655882,1708052137658305,2423
17099,1708052137668633,1708052137672383,3750
17100,1708052137681422,1708052137684117,2695
17101,1708052137694056,1708052137696834,2778
17102,1708052137706661,1708052137709460,2799
17103,1708052137719381,1708052137722160,2779
17104,1708052137732082,1708052137734968,2886
17105,1708052137745058,1708052137747859,2801
17106,1708052137758026,1708052137761188,3162
17107,1708052137770478,1708052137773665,3187
17108,1708052137782963,1708052137786538,3575
17109,1708052137795937,1708052137799195,3258
17110,1708052137809026,1708052137812651,3625
17111,1708052137821760,1708052137824760,3000
17112,1708052137834716,1708052137837725,3009
17113,1708052137847646,1708052137851582,3936
17114,1708052137860690,1708052137864570,3880
17115,1708052137873648,1708052137876918,3270
17116,1708052137886436,1708052137889471,3035
17117,1708052137899144,1708052137902135,2991
17118,1708052137911919,1708052137915068,3149
17119,1708052137924861,1708052137927807,2946
17120,1708052137937787,1708052137940929,3142
17121,1708052137951106,1708052137953794,2688
17122,1708052137963955,1708052137967013,3058
17123,1708052137976765,1708052137980473,3708
17124,1708052137989494,1708052137993641,4147
17125,1708052138002288,1708052138005837,3549
17126,1708052138015051,1708052138018376,3325
17127,1708052138027996,1708052138031275,3279
17128,1708052138040819,1708052138043685,2866
17129,1708052138053737,1708052138056578,2841
17130,1708052138066661,1708052138069800,3139
17131,1708052138079454,1708052138082342,2888
17132,1708052138092379,1708052138095485,3106
17133,1708052138105279,1708052138108970,3691
17134,1708052138118129,1708052138122502,4373
17135,1708052138131336,1708052138135689,4353
17136,1708052138144199,1708052138147358,3159
17137,1708052138156714,1708052138160191,3477
17138,1708052138169145,1708052138172177,3032
17139,1708052138182039,1708052138185132,3093
17140,1708052138195107,1708052138198028,2921
17141,1708052138207789,1708052138210950,3161
17142,1708052138220489,1708052138223742,3253
17143,1708052138232986,1708052138236309,3323
17144,1708052138245584,1708052138249162,3578
17145,1708052138257993,1708052138261274,3281
17146,1708052138270595,1708052138273875,3280
17147,1708052138283296,1708052138286203,2907
17148,1708052138295774,1708052138298551,2777
17149,1708052138308328,1708052138311345,3017
17150,1708052138320907,1708052138323760,2853
17151,1708052138333359,1708052138336778,3419
17152,1708052138346090,1708052138349440,3350
17153,1708052138358790,1708052138361993,3203
17154,1708052138371576,1708052138374744,3168
17155,1708052138384051,1708052138387111,3060
17156,1708052138396813,1708052138400274,3461
17157,1708052138409451,1708052138411811,2360
17158,1708052138422107,1708052138424935,2828
17159,1708052138434709,1708052138437357,2648
17160,1708052138447283,1708052138450390,3107
17161,1708052138459792,1708052138462168,2376
17162,1708052138472441,1708052138475073,2632
17163,1708052138485008,1708052138487722,2714
17164,1708052138497985,1708052138500975,2990
17165,1708052138510464,1708052138513030,2566
17166,1708052138523337,1708052138526345,3008
17167,1708052138535918,1708052138538932,3014
17168,1708052138548484,1708052138551097,2613
