frame number,publisher_sent,subscriber_received,latency
39003,1708055975461287,1708055975464796,3509
39004,1708055975470594,1708055975471957,1363
39005,1708055975477697,1708055975478999,1302
39006,1708055975484723,1708055975486000,1277
39007,1708055975491694,1708055975493073,1379
39008,1708055975498491,1708055975499239,748
39009,1708055975504651,1708055975505347,696
39010,1708055975510807,1708055975511487,680
39011,1708055975516947,1708055975517681,734
39012,1708055975523078,1708055975523817,739
39013,1708055975529210,1708055975529947,737
39014,1708055975535368,1708055975536137,769
39015,1708055975541445,1708055975542203,758
39016,1708055975547614,1708055975548866,1252
39017,1708055975554299,1708055975555048,749
39018,1708055975560444,1708055975561170,726
39019,1708055975566597,1708055975567273,676
39020,1708055975572667,1708055975573342,675
39021,1708055975578753,1708055975579419,666
39022,1708055975584860,1708055975585578,718
39023,1708055975590959,1708055975591678,719
39024,1708055975597058,1708055975597777,719
39025,1708055975603406,1708055975604795,1389
39026,1708055975610458,1708055975611836,1378
39027,1708055975617498,1708055975618863,1365
39028,1708055975624612,1708055975625919,1307
39029,1708055975631678,1708055975632949,1271
39030,1708055975638681,1708055975639952,1271
39031,1708055975645681,1708055975646959,1278
39032,1708055975652696,1708055975654019,1323
39033,1708055975659678,1708055975660944,1266
39034,1708055975666689,1708055975667956,1267
39035,1708055975673691,1708055975674961,1270
39036,1708055975680694,1708055975681955,1261
39037,1708055975687683,1708055975688946,1263
39038,1708055975694631,1708055975695900,1269
39039,1708055975701589,1708055975702861,1272
39040,1708055975708615,1708055975709883,1268
39041,1708055975715665,1708055975716926,1261
39042,1708055975722657,1708055975723927,1270
39043,1708055975729661,1708055975730935,1274
39044,1708055975737105,1708055975738803,1698
39045,1708055975744743,1708055975746377,1634
39046,1708055975752312,1708055975754096,1784
39047,1708055975759996,1708055975761735,1739
39048,1708055975767698,1708055975769341,1643
39049,1708055975775290,1708055975777047,1757
39050,1708055975782963,1708055975784761,1798
39051,1708055975790705,1708055975792339,1634
39052,1708055975798263,1708055975800009,1746
39053,1708055975805914,1708055975807663,1749
39054,1708055975813498,1708055975815205,1707
39055,1708055975821110,1708055975822833,1723
39056,1708055975828668,1708055975829561,893
39057,1708055975835083,1708055975836043,960
39058,1708055975841629,1708055975842562,933
39059,1708055975848092,1708055975849347,1255
39060,1708055975854908,1708055975855886,978
39061,1708055975861404,1708055975862366,962
39062,1708055975867930,1708055975868893,963
39063,1708055975874427,1708055975875390,963
39064,1708055975880958,1708055975881929,971
39065,1708055975887461,1708055975888420,959
39066,1708055975893996,1708055975894953,957
39067,1708055975900483,1708055975901442,959
39068,1708055975907018,1708055975907983,965
39069,1708055975913580,1708055975914476,896
39070,1708055975920053,1708055975921014,961
39071,1708055975926612,1708055975927498,886
39072,1708055975933072,1708055975934075,1003
39073,1708055975939662,1708055975940622,960
39074,1708055975946149,1708055975947086,937
39075,1708055975952648,1708055975953555,907
39076,1708055975959060,1708055975959925,865
39077,1708055975965430,1708055975966333,903
39078,1708055975971890,1708055975972849,959
39079,1708055975978377,1708055975979326,949
39080,1708055975984903,1708055975985861,958
39081,1708055975991397,1708055975992345,948
39082,1708055975997914,1708055975998861,947
39083,1708055976004389,1708055976005340,951
39084,1708055976010911,1708055976011867,956
39085,1708055976017401,1708055976018316,915
39086,1708055976023878,1708055976024834,956
39087,1708055976030364,1708055976031319,955
39088,1708055976036893,1708055976037854,961
39089,1708055976043421,1708055976044372,951
39090,1708055976049945,1708055976050913,968
39091,1708055976056447,1708055976057388,941
39092,1708055976062966,1708055976063933,967
39093,1708055976069470,1708055976070417,947
39094,1708055976076065,1708055976077036,971
39095,1708055976082621,1708055976083484,863
39096,1708055976089045,1708055976089931,886
39097,1708055976095447,1708055976096353,906
39098,1708055976101898,1708055976102809,911
39099,1708055976108327,1708055976109283,956
39100,1708055976114848,1708055976115815,967
39101,1708055976121345,1708055976122384,1039
39102,1708055976127965,1708055976128989,1024
39103,1708055976134593,1708055976135470,877
39104,1708055976141042,1708055976142013,971
39105,1708055976147610,1708055976148500,890
39106,1708055976154068,1708055976155026,958
39107,1708055976160627,1708055976161556,929
39108,1708055976167086,1708055976168053,967
39109,1708055976173638,1708055976174583,945
39110,1708055976180107,1708055976181078,971
39111,1708055976186659,1708055976187602,943
39112,1708055976193129,1708055976194101,972
39113,1708055976199683,1708055976200634,951
39114,1708055976206161,1708055976207133,972
39115,1708055976212745,1708055976213679,934
39116,1708055976219198,1708055976220101,903
39117,1708055976225665,1708055976226553,888
39118,1708055976232058,1708055976232982,924
39119,1708055976238489,1708055976239400,911
39120,1708055976244948,1708055976245903,955
39121,1708055976251431,1708055976252388,957
39122,1708055976257966,1708055976258921,955
39123,1708055976264450,1708055976265436,986
39124,1708055976271011,1708055976271940,929
39125,1708055976277480,1708055976278436,956
39126,1708055976284001,1708055976284961,960
39127,1708055976290493,1708055976291448,955
39128,1708055976297016,1708055976297971,955
39129,1708055976303573,1708055976304473,900
39130,1708055976310051,1708055976311019,968
39131,1708055976316615,1708055976317553,938
39132,1708055976323081,1708055976324038,957
39133,1708055976329630,1708055976330554,924
39134,1708055976336085,1708055976337043,958
39135,1708055976342595,1708055976343480,885
39136,1708055976349054,1708055976350008,954
39137,1708055976355595,1708055976356444,849
39138,1708055976362002,1708055976362925,923
39139,1708055976368425,1708055976369347,922
39140,1708055976374875,1708055976375827,952
39141,1708055976381363,1708055976382322,959
39142,1708055976387893,1708055976388843,950
39143,1708055976394384,1708055976395351,967
39144,1708055976400926,1708055976401891,965
39145,1708055976407426,1708055976408392,966
39146,1708055976413968,1708055976414968,1000
39147,1708055976420495,1708055976421448,953
39148,1708055976427021,1708055976427991,970
39149,1708055976433584,1708055976434467,883
39150,1708055976440042,1708055976440995,953
39151,1708055976446590,1708055976447471,881
39152,1708055976453046,1708055976453978,932
39153,1708055976459594,1708055976460493,899
39154,1708055976466067,1708055976467023,956
39155,1708055976472583,1708055976473474,891
39156,1708055976479036,1708055976479972,936
39157,1708055976485493,1708055976486442,949
39158,1708055976492009,1708055976492949,940
39159,1708055976498460,1708055976499384,924
39160,1708055976504939,1708055976505881,942
39161,1708055976511392,1708055976512366,974
39162,1708055976517937,1708055976518907,970
39163,1708055976524431,1708055976525408,977
39164,1708055976530989,1708055976531951,962
39165,1708055976537486,1708055976538459,973
39166,1708055976544032,1708055976545000,968
39167,1708055976550596,1708055976551487,891
39168,1708055976557068,1708055976558043,975
39169,1708055976563631,1708055976564583,952
39170,1708055976570124,1708055976571092,968
39171,1708055976576675,1708055976577671,996
39172,1708055976583194,1708055976584166,972
39173,1708055976589686,1708055976590645,959
39174,1708055976596169,1708055976597189,1020
39175,1708055976602715,1708055976603709,994
39176,1708055976609245,1708055976610216,971
39177,1708055976615756,1708055976616729,973
39178,1708055976622257,1708055976623219,962
39179,1708055976628762,1708055976629706,944
39180,1708055976635220,1708055976636151,931
39181,1708055976641648,1708055976642496,848
39182,1708055976648096,1708055976649072,976
39183,1708055976654655,1708055976655603,948
39184,1708055976661128,1708055976662086,958
39185,1708055976667666,1708055976668616,950
39186,1708055976674138,1708055976675109,971
39187,1708055976680695,1708055976681662,967
39188,1708055976687192,1708055976688172,980
39189,1708055976693698,1708055976694653,955
39190,1708055976700215,1708055976701179,964
39191,1708055976706701,1708055976707692,991
39192,1708055976713221,1708055976714199,978
39193,1708055976719761,1708055976720745,984
39194,1708055976726264,1708055976727182,918
39195,1708055976732715,1708055976733699,984
39196,1708055976739233,1708055976740208,975
39197,1708055976745771,1708055976746758,987
39198,1708055976752287,1708055976753297,1010
39199,1708055976758860,1708055976759816,956
39200,1708055976765329,1708055976766249,920
39201,1708055976771784,1708055976772720,936
39202,1708055976778220,1708055976779148,928
39203,1708055976784661,1708055976785623,962
39204,1708055976791144,1708055976792100,956
39205,1708055976797678,1708055976798635,957
39206,1708055976804163,1708055976805135,972
39207,1708055976810658,1708055976811698,1040
39208,1708055976817226,1708055976818191,965
39209,1708055976823756,1708055976824742,986
39210,1708055976830268,1708055976831234,966
39211,1708055976836796,1708055976837782,986
39212,1708055976843320,1708055976844283,963
39213,1708055976849848,1708055976850824,976
39214,1708055976856348,1708055976857273,925
39215,1708055976862830,1708055976863814,984
39216,1708055976869350,1708055976870316,966
39217,1708055976875878,1708055976876857,979
39218,1708055976882386,1708055976883354,968
39219,1708055976888926,1708055976889909,983
39220,1708055976895434,1708055976896388,954
39221,1708055976901951,1708055976902885,934
39222,1708055976908391,1708055976909309,918
39223,1708055976914852,1708055976915786,934
39224,1708055976921297,1708055976922263,966
39225,1708055976927822,1708055976928798,976
39226,1708055976934335,1708055976935312,977
39227,1708055976940874,1708055976941862,988
39228,1708055976947395,1708055976948454,1059
39229,1708055976954018,1708055976954991,973
39230,1708055976960594,1708055976961479,885
39231,1708055976967046,1708055976968019,973
39232,1708055976973616,1708055976974552,936
39233,1708055976980085,1708055976981099,1014
39234,1708055976986675,1708055976987628,953
39235,1708055976993154,1708055976994129,975
39236,1708055976999661,1708055977000656,995
39237,1708055977006192,1708055977007155,963
39238,1708055977012715,1708055977013677,962
39239,1708055977019210,1708055977020162,952
39240,1708055977025687,1708055977026625,938
39241,1708055977032139,1708055977033066,927
39242,1708055977038599,1708055977039447,848
39243,1708055977045003,1708055977045929,926
39244,1708055977051438,1708055977052386,948
39245,1708055977057963,1708055977058929,966
39246,1708055977064458,1708055977065420,962
39247,1708055977070995,1708055977071965,970
39248,1708055977077495,1708055977078464,969
39249,1708055977084030,1708055977084991,961
39250,1708055977090589,1708055977091476,887
39251,1708055977097058,1708055977098023,965
39252,1708055977103595,1708055977104465,870
39253,1708055977110035,1708055977110969,934
39254,1708055977116494,1708055977117630,1136
39255,1708055977123158,1708055977124107,949
39256,1708055977129682,1708055977130635,953
39257,1708055977136200,1708055977137257,1057
39258,1708055977142823,1708055977143858,1035
39259,1708055977149395,1708055977150368,973
39260,1708055977155937,1708055977156922,985
39261,1708055977162445,1708055977163441,996
39262,1708055977169003,1708055977169938,935
39263,1708055977175449,1708055977176374,925
39264,1708055977181930,1708055977182854,924
39265,1708055977188451,1708055977189425,974
39266,1708055977195009,1708055977195978,969
39267,1708055977201507,1708055977202459,952
39268,1708055977208043,1708055977209018,975
39269,1708055977214622,1708055977215572,950
39270,1708055977221104,1708055977222077,973
39271,1708055977227654,1708055977228595,941
39272,1708055977234119,1708055977235087,968
39273,1708055977240648,1708055977241598,950
39274,1708055977247132,1708055977248091,959
39275,1708055977253669,1708055977254620,951
39276,1708055977260151,1708055977261114,963
39277,1708055977266649,1708055977267651,1002
39278,1708055977273176,1708055977274151,975
39279,1708055977279678,1708055977280640,962
39280,1708055977286226,1708055977287204,978
39281,1708055977292759,1708055977293750,991
39282,1708055977299390,1708055977300337,947
39283,1708055977305896,1708055977306827,931
39284,1708055977312326,1708055977313242,916
39285,1708055977318784,1708055977319726,942
39286,1708055977325237,1708055977326203,966
39287,1708055977331762,1708055977332752,990
39288,1708055977338279,1708055977339249,970
39289,1708055977344815,1708055977345797,982
39290,1708055977351330,1708055977352292,962
39291,1708055977357857,1708055977358835,978
39292,1708055977364368,1708055977365388,1020
39293,1708055977370958,1708055977371930,972
39294,1708055977377459,1708055977378435,976
39295,1708055977384017,1708055977384987,970
39296,1708055977390577,1708055977391463,886
39297,1708055977397050,1708055977398088,1038
39298,1708055977403668,1708055977404630,962
39299,1708055977410159,1708055977411130,971
39300,1708055977416664,1708055977417615,951
39301,1708055977423148,1708055977424105,957
39302,1708055977429682,1708055977430652,970
39303,1708055977436178,1708055977437140,962
39304,1708055977442651,1708055977443567,916
39305,1708055977449071,1708055977449994,923
39306,1708055977455495,1708055977456403,908
39307,1708055977461967,1708055977462937,970
39308,1708055977468464,1708055977469470,1006
39309,1708055977475048,1708055977476034,986
39310,1708055977481627,1708055977482569,942
39311,1708055977488105,1708055977489081,976
39312,1708055977494627,1708055977495564,937
39313,1708055977501092,1708055977502045,953
39314,1708055977507631,1708055977508580,949
39315,1708055977514094,1708055977515019,925
39316,1708055977520639,1708055977521585,946
39317,1708055977527112,1708055977528084,972
39318,1708055977533661,1708055977534612,951
39319,1708055977540136,1708055977541093,957
39320,1708055977546673,1708055977547619,946
39321,1708055977553154,1708055977554090,936
39322,1708055977559668,1708055977560631,963
39323,1708055977566163,1708055977567118,955
39324,1708055977572671,1708055977573577,906
39325,1708055977579086,1708055977580004,918
39326,1708055977585571,1708055977586421,850
39327,1708055977591979,1708055977592897,918
39328,1708055977598409,1708055977599386,977
39329,1708055977604958,1708055977605916,958
39330,1708055977611440,1708055977612413,973
39331,1708055977617994,1708055977618959,965
39332,1708055977624474,1708055977625391,917
39333,1708055977630967,1708055977631938,971
39334,1708055977637469,1708055977638439,970
39335,1708055977644015,1708055977644986,971
39336,1708055977650507,1708055977651457,950
39337,1708055977657034,1708055977658039,1005
39338,1708055977663629,1708055977664563,934
39339,1708055977670095,1708055977671071,976
39340,1708055977676651,1708055977677604,953
39341,1708055977683132,1708055977684105,973
39342,1708055977689678,1708055977690621,943
39343,1708055977696154,1708055977697133,979
39344,1708055977702658,1708055977703589,931
39345,1708055977709109,1708055977710034,925
39346,1708055977715602,1708055977716467,865
39347,1708055977722027,1708055977722953,926
39348,1708055977728472,1708055977729434,962
39349,1708055977735015,1708055977735981,966
39350,1708055977741576,1708055977742481,905
39351,1708055977748060,1708055977749083,1023
39352,1708055977754660,1708055977755619,959
39353,1708055977761152,1708055977762108,956
39354,1708055977767684,1708055977768636,952
39355,1708055977774168,1708055977775139,971
39356,1708055977780669,1708055977781628,959
39357,1708055977787205,1708055977788157,952
39358,1708055977793683,1708055977795004,1321
39359,1708055977800597,1708055977801503,906
39360,1708055977807035,1708055977807832,797
39361,1708055977813268,1708055977813947,679
39362,1708055977819311,1708055977819934,623
39363,1708055977825271,1708055977825887,616
39364,1708055977831222,1708055977831826,604
39365,1708055977837155,1708055977837760,605
39366,1708055977843084,1708055977843689,605
39367,1708055977849023,1708055977849635,612
39368,1708055977854958,1708055977855572,614
39369,1708055977860896,1708055977861449,553
39370,1708055977866823,1708055977867377,554
39371,1708055977872754,1708055977873319,565
39372,1708055977878634,1708055977879188,554
39373,1708055977884587,1708055977885166,579
39374,1708055977890505,1708055977891110,605
39375,1708055977896445,1708055977897061,616
39376,1708055977902395,1708055977902994,599
39377,1708055977908719,1708055977910013,1294
39378,1708055977915691,1708055977916985,1294
39379,1708055977922716,1708055977923998,1282
39380,1708055977929713,1708055977930987,1274
39381,1708055977936711,1708055977938077,1366
39382,1708055977943737,1708055977945056,1319
39383,1708055977950726,1708055977952035,1309
39384,1708055977957709,1708055977959049,1340
39385,1708055977964720,1708055977966022,1302
39386,1708055977971687,1708055977973014,1327
