frame number,publisher_sent,subscriber_received,latency
3002,1707087570979425,1707087570980204,779
3003,1707087571005252,1707087571006462,1210
3004,1707087571031389,1707087571032394,1005
3005,1707087571057263,1707087571058321,1058
3006,1707087571083230,1707087571084263,1033
3007,1707087571109094,1707087571110037,943
3008,1707087571134941,1707087571135687,746
3009,1707087571160633,1707087571161748,1115
3010,1707087571186341,1707087571187080,739
3011,1707087571212045,1707087571212895,850
3012,1707087571237806,1707087571238661,855
3013,1707087571263566,1707087571264352,786
3014,1707087571289257,1707087571290056,799
3015,1707087571315010,1707087571315705,695
3016,1707087571340656,1707087571341468,812
3017,1707087571366282,1707087571366959,677
3018,1707087571391914,1707087571392611,697
3019,1707087571417553,1707087571418223,670
3020,1707087571443172,1707087571443818,646
3021,1707087571468831,1707087571470033,1202
3022,1707087571494867,1707087571495679,812
3023,1707087571520613,1707087571521276,663
3024,1707087571546266,1707087571547100,834
3025,1707087571572012,1707087571572898,886
3026,1707087571597793,1707087571598612,819
3027,1707087571623536,1707087571624347,811
3028,1707087571649253,1707087571650136,883
3029,1707087571675095,1707087571675795,700
3030,1707087571700723,1707087571701469,746
3031,1707087571726341,1707087571726960,619
3032,1707087571751938,1707087571752585,647
3033,1707087571777553,1707087571778188,635
3034,1707087571803167,1707087571803772,605
3035,1707087571828756,1707087571829490,734
3036,1707087571854352,1707087571854970,618
3037,1707087571879962,1707087571880577,615
3038,1707087571905584,1707087571906226,642
3039,1707087571931210,1707087571931814,604
3040,1707087571956839,1707087571957656,817
3041,1707087571982830,1707087571983535,705
3042,1707087572008565,1707087572009988,1423
3043,1707087572034498,1707087572035599,1101
3044,1707087572060440,1707087572061495,1055
3045,1707087572086244,1707087572087001,757
3046,1707087572111929,1707087572112605,676
3047,1707087572137559,1707087572138224,665
3048,1707087572163195,1707087572163852,657
3049,1707087572188845,1707087572189630,785
3050,1707087572214632,1707087572215263,631
3051,1707087572240255,1707087572240851,596
3052,1707087572265861,1707087572266533,672
3053,1707087572291512,1707087572292143,631
3054,1707087572317125,1707087572317883,758
3055,1707087572342876,1707087572343514,638
3056,1707087572368505,1707087572369126,621
3057,1707087572394106,1707087572394742,636
3058,1707087572419719,1707087572420492,773
3059,1707087572445428,1707087572446377,949
