frame number,publisher_sent,subscriber_received,latency
180113,1706485678016,1706485678016,0
180114,1706485678022,1706485678022,0
180115,1706485678027,1706485678027,0
180116,1706485678033,1706485678033,0
180117,1706485678039,1706485678039,0
180118,1706485678044,1706485678045,1
180119,1706485678050,1706485678050,0
180120,1706485678056,1706485678056,0
180121,1706485678061,1706485678062,1
180122,1706485678067,1706485678067,0
180123,1706485678073,1706485678073,0
180124,1706485678078,1706485678079,1
180125,1706485678084,1706485678084,0
180126,1706485678090,1706485678090,0
180127,1706485678095,1706485678096,1
180128,1706485678101,1706485678101,0
180129,1706485678107,1706485678107,0
180130,1706485678113,1706485678113,0
180131,1706485678118,1706485678119,1
180132,1706485678124,1706485678125,1
180133,1706485678130,1706485678131,1
180134,1706485678136,1706485678136,0
180135,1706485678141,1706485678142,1
180136,1706485678147,1706485678148,1
180137,1706485678153,1706485678153,0
180138,1706485678159,1706485678159,0
180139,1706485678164,1706485678165,1
180140,1706485678170,1706485678171,1
180141,1706485678176,1706485678176,0
180142,1706485678182,1706485678182,0
180143,1706485678187,1706485678188,1
180144,1706485678193,1706485678193,0
180145,1706485678199,1706485678199,0
180146,1706485678205,1706485678205,0
180147,1706485678210,1706485678211,1
180148,1706485678216,1706485678217,1
180149,1706485678222,1706485678222,0
180150,1706485678228,1706485678228,0
180151,1706485678233,1706485678233,0
180152,1706485678239,1706485678239,0
180153,1706485678245,1706485678245,0
180154,1706485678250,1706485678251,1
180155,1706485678256,1706485678257,1
180156,1706485678262,1706485678273,11
180157,1706485678268,1706485678274,6
180158,1706485678273,1706485678294,21
180159,1706485678279,1706485678296,17
180160,1706485678288,1706485678297,9
180161,1706485678294,1706485678300,6
180162,1706485678300,1706485678302,2
180163,1706485678305,1706485678310,5
180164,1706485678311,1706485678314,3
180165,1706485678317,1706485678318,1
180166,1706485678323,1706485678325,2
180167,1706485678331,1706485678333,2
180168,1706485678347,1706485678347,0
180169,1706485678353,1706485678353,0
180170,1706485678358,1706485678359,1
180171,1706485678364,1706485678365,1
180172,1706485678372,1706485678374,2
180173,1706485678378,1706485678378,0
180174,1706485678383,1706485678384,1
180175,1706485678389,1706485678390,1
180176,1706485678395,1706485678396,1
180177,1706485678401,1706485678401,0
180178,1706485678406,1706485678407,1
180179,1706485678412,1706485678413,1
180180,1706485678417,1706485678418,1
180181,1706485678423,1706485678424,1
180182,1706485678429,1706485678429,0
180183,1706485678434,1706485678435,1
180184,1706485678440,1706485678441,1
180185,1706485678446,1706485678446,0
180186,1706485678468,1706485678468,0
180187,1706485678473,1706485678474,1
180188,1706485678480,1706485678482,2
180189,1706485678485,1706485678486,1
180190,1706485678491,1706485678497,6
180191,1706485678497,1706485678501,4
180192,1706485678503,1706485678504,1
180193,1706485678509,1706485678509,0
180194,1706485678515,1706485678515,0
180195,1706485678520,1706485678521,1
180196,1706485678526,1706485678526,0
180197,1706485678531,1706485678532,1
180198,1706485678538,1706485678539,1
180199,1706485678543,1706485678544,1
180200,1706485678549,1706485678550,1
180201,1706485678559,1706485678560,1
180202,1706485678568,1706485678573,5
180203,1706485678578,1706485678578,0
180204,1706485678585,1706485678590,5
180205,1706485678591,1706485678592,1
