frame number,publisher_sent,subscriber_received,latency
2,1706566313847,1706566313849,2
3,1706566313949,1706566313949,0
4,1706566314049,1706566314050,1
5,1706566314150,1706566314151,1
6,1706566314251,1706566314251,0
7,1706566314351,1706566314352,1
8,1706566314452,1706566314453,1
9,1706566314553,1706566314554,1
10,1706566314654,1706566314655,1
11,1706566314755,1706566314755,0
12,1706566314855,1706566314856,1
13,1706566314956,1706566314957,1
14,1706566315057,1706566315058,1
15,1706566315158,1706566315159,1
16,1706566315259,1706566315259,0
17,1706566315359,1706566315360,1
18,1706566315460,1706566315461,1
19,1706566315561,1706566315562,1
20,1706566315662,1706566315663,1
21,1706566315762,1706566315763,1
22,1706566315863,1706566315864,1
23,1706566315964,1706566315964,0
24,1706566316064,1706566316065,1
25,1706566316165,1706566316166,1
26,1706566316266,1706566316267,1
27,1706566316367,1706566316367,0
28,1706566316467,1706566316468,1
29,1706566316568,1706566316569,1
30,1706566316669,1706566316670,1
31,1706566316770,1706566316770,0
32,1706566316870,1706566316872,2
33,1706566316971,1706566316972,1
34,1706566317072,1706566317073,1
35,1706566317173,1706566317174,1
36,1706566317274,1706566317275,1
37,1706566317375,1706566317375,0
38,1706566317475,1706566317476,1
39,1706566317576,1706566317577,1
40,1706566317677,1706566317678,1
41,1706566317778,1706566317778,0
42,1706566317878,1706566317879,1
43,1706566317979,1706566317980,1
44,1706566318080,1706566318081,1
45,1706566318181,1706566318182,1
46,1706566318282,1706566318282,0
47,1706566318382,1706566318383,1
48,1706566318483,1706566318484,1
49,1706566318584,1706566318585,1
50,1706566318685,1706566318686,1
51,1706566318786,1706566318786,0
52,1706566318886,1706566318887,1
53,1706566318987,1706566318988,1
54,1706566319088,1706566319089,1
55,1706566319189,1706566319189,0
56,1706566319289,1706566319290,1
57,1706566319390,1706566319391,1
58,1706566319491,1706566319492,1
59,1706566319592,1706566319593,1
60,1706566319693,1706566319694,1
61,1706566319794,1706566319795,1
62,1706566319894,1706566319895,1
63,1706566319995,1706566319996,1
64,1706566320096,1706566320097,1
65,1706566320197,1706566320198,1
66,1706566320298,1706566320299,1
67,1706566320399,1706566320399,0
68,1706566320499,1706566320500,1
69,1706566320600,1706566320601,1
70,1706566320701,1706566320702,1
71,1706566320802,1706566320802,0
72,1706566320902,1706566320903,1
73,1706566321003,1706566321004,1
74,1706566321104,1706566321105,1
75,1706566321205,1706566321206,1
76,1706566321306,1706566321306,0
77,1706566321406,1706566321407,1
78,1706566321507,1706566321508,1
79,1706566321608,1706566321609,1
80,1706566321709,1706566321710,1
81,1706566321810,1706566321810,0
82,1706566321910,1706566321911,1
83,1706566322011,1706566322012,1
84,1706566322112,1706566322113,1
85,1706566322213,1706566322214,1
86,1706566322313,1706566322314,1
87,1706566322414,1706566322415,1
88,1706566322515,1706566322515,0
89,1706566322615,1706566322616,1
90,1706566322716,1706566322717,1
91,1706566322817,1706566322818,1
92,1706566322918,1706566322919,1
93,1706566323019,1706566323020,1
94,1706566323119,1706566323120,1
95,1706566323220,1706566323221,1
96,1706566323321,1706566323322,1
97,1706566323422,1706566323423,1
98,1706566323522,1706566323523,1
99,1706566323623,1706566323624,1
100,1706566323724,1706566323725,1
101,1706566323825,1706566323826,1
102,1706566323925,1706566323926,1
103,1706566324026,1706566324027,1
104,1706566324127,1706566324128,1
105,1706566324228,1706566324228,0
106,1706566324328,1706566324329,1
107,1706566324429,1706566324430,1
108,1706566324530,1706566324531,1
109,1706566324631,1706566324632,1
110,1706566324732,1706566324733,1
111,1706566324833,1706566324834,1
112,1706566324933,1706566324934,1
113,1706566325034,1706566325035,1
114,1706566325135,1706566325136,1
115,1706566325236,1706566325237,1
116,1706566325336,1706566325337,1
117,1706566325437,1706566325438,1
118,1706566325538,1706566325539,1
119,1706566325639,1706566325640,1
120,1706566325739,1706566325740,1
121,1706566325840,1706566325841,1
122,1706566325941,1706566325942,1
123,1706566326042,1706566326043,1
124,1706566326143,1706566326144,1
125,1706566326244,1706566326244,0
126,1706566326344,1706566326345,1
127,1706566326445,1706566326446,1
128,1706566326546,1706566326547,1
129,1706566326647,1706566326647,0
130,1706566326747,1706566326748,1
131,1706566326848,1706566326849,1
132,1706566326949,1706566326950,1
133,1706566327050,1706566327051,1
134,1706566327150,1706566327151,1
135,1706566327251,1706566327252,1
136,1706566327352,1706566327353,1
137,1706566327453,1706566327453,0
138,1706566327553,1706566327554,1
139,1706566327654,1706566327655,1
140,1706566327755,1706566327756,1
141,1706566327856,1706566327856,0
142,1706566327956,1706566327957,1
143,1706566328057,1706566328058,1
144,1706566328158,1706566328159,1
145,1706566328259,1706566328260,1
146,1706566328360,1706566328360,0
147,1706566328460,1706566328461,1
148,1706566328561,1706566328562,1
149,1706566328662,1706566328663,1
150,1706566328763,1706566328763,0
151,1706566328863,1706566328865,2
152,1706566328964,1706566328965,1
153,1706566329065,1706566329066,1
154,1706566329166,1706566329167,1
155,1706566329267,1706566329268,1
156,1706566329368,1706566329369,1
157,1706566329469,1706566329470,1
158,1706566329569,1706566329570,1
159,1706566329670,1706566329671,1
160,1706566329771,1706566329772,1
161,1706566329872,1706566329872,0
162,1706566329972,1706566329973,1
163,1706566330073,1706566330074,1
164,1706566330174,1706566330175,1
165,1706566330275,1706566330275,0
166,1706566330375,1706566330376,1
167,1706566330476,1706566330477,1
168,1706566330577,1706566330578,1
169,1706566330678,1706566330679,1
170,1706566330778,1706566330779,1
171,1706566330879,1706566330880,1
172,1706566330980,1706566330981,1
173,1706566331081,1706566331082,1
174,1706566331181,1706566331182,1
175,1706566331282,1706566331283,1
176,1706566331383,1706566331384,1
177,1706566331484,1706566331485,1
178,1706566331584,1706566331585,1
179,1706566331685,1706566331686,1
180,1706566331786,1706566331787,1
181,1706566331887,1706566331888,1
182,1706566331988,1706566331988,0
183,1706566332088,1706566332089,1
184,1706566332189,1706566332190,1
185,1706566332290,1706566332291,1
186,1706566332391,1706566332391,0
187,1706566332491,1706566332492,1
188,1706566332592,1706566332593,1
189,1706566332693,1706566332694,1
190,1706566332794,1706566332795,1
191,1706566332895,1706566332896,1
192,1706566332995,1706566332996,1
193,1706566333096,1706566333097,1
194,1706566333197,1706566333198,1
195,1706566333298,1706566333298,0
196,1706566333398,1706566333399,1
197,1706566333499,1706566333500,1
198,1706566333600,1706566333600,0
199,1706566333701,1706566333702,1
200,1706566333802,1706566333802,0
201,1706566333902,1706566333903,1
202,1706566334003,1706566334004,1
203,1706566334104,1706566334105,1
204,1706566334205,1706566334206,1
205,1706566334306,1706566334306,0
206,1706566334406,1706566334407,1
207,1706566334507,1706566334508,1
208,1706566334608,1706566334608,0
209,1706566334708,1706566334709,1
210,1706566334809,1706566334810,1
211,1706566334910,1706566334911,1
212,1706566335011,1706566335012,1
213,1706566335112,1706566335113,1
214,1706566335213,1706566335213,0
215,1706566335313,1706566335314,1
216,1706566335414,1706566335415,1
217,1706566335515,1706566335516,1
218,1706566335616,1706566335616,0
219,1706566335716,1706566335717,1
220,1706566335817,1706566335818,1
221,1706566335918,1706566335919,1
222,1706566336019,1706566336019,0
223,1706566336119,1706566336120,1
224,1706566336220,1706566336221,1
225,1706566336321,1706566336322,1
226,1706566336422,1706566336422,0
227,1706566336522,1706566336523,1
228,1706566336623,1706566336624,1
229,1706566336724,1706566336725,1
230,1706566336825,1706566336826,1
231,1706566336926,1706566336926,0
232,1706566337026,1706566337027,1
233,1706566337127,1706566337128,1
234,1706566337228,1706566337228,0
235,1706566337329,1706566337330,1
236,1706566337430,1706566337430,0
237,1706566337530,1706566337531,1
238,1706566337631,1706566337632,1
239,1706566337732,1706566337733,1
240,1706566337833,1706566337834,1
241,1706566337933,1706566337934,1
242,1706566338034,1706566338035,1
243,1706566338135,1706566338136,1
244,1706566338236,1706566338236,0
245,1706566338336,1706566338337,1
246,1706566338437,1706566338438,1
247,1706566338538,1706566338539,1
248,1706566338639,1706566338640,1
249,1706566338740,1706566338740,0
250,1706566338840,1706566338841,1
251,1706566338941,1706566338942,1
252,1706566339042,1706566339043,1
253,1706566339143,1706566339144,1
254,1706566339244,1706566339244,0
255,1706566339344,1706566339345,1
256,1706566339445,1706566339446,1
257,1706566339546,1706566339547,1
258,1706566339647,1706566339647,0
259,1706566339747,1706566339748,1
260,1706566339848,1706566339849,1
261,1706566339949,1706566339950,1
262,1706566340050,1706566340051,1
263,1706566340151,1706566340152,1
264,1706566340252,1706566340253,1
265,1706566340352,1706566340353,1
266,1706566340453,1706566340454,1
267,1706566340554,1706566340555,1
268,1706566340655,1706566340655,0
269,1706566340755,1706566340756,1
270,1706566340856,1706566340857,1
271,1706566340957,1706566340958,1
272,1706566341058,1706566341059,1
273,1706566341159,1706566341159,0
274,1706566341259,1706566341260,1
275,1706566341360,1706566341361,1
276,1706566341461,1706566341462,1
277,1706566341562,1706566341562,0
278,1706566341662,1706566341663,1
279,1706566341763,1706566341764,1
280,1706566341864,1706566341865,1
281,1706566341965,1706566341966,1
282,1706566342066,1706566342066,0
283,1706566342166,1706566342167,1
284,1706566342267,1706566342268,1
285,1706566342368,1706566342369,1
286,1706566342469,1706566342470,1
287,1706566342570,1706566342571,1
288,1706566342671,1706566342671,0
289,1706566342771,1706566342772,1
290,1706566342872,1706566342873,1
291,1706566342973,1706566342974,1
292,1706566343074,1706566343074,0
293,1706566343174,1706566343175,1
294,1706566343275,1706566343276,1
295,1706566343376,1706566343377,1
296,1706566343477,1706566343478,1
297,1706566343578,1706566343579,1
298,1706566343679,1706566343680,1
299,1706566343780,1706566343781,1
300,1706566343881,1706566343882,1
301,1706566343982,1706566343982,0
302,1706566344082,1706566344083,1
303,1706566344183,1706566344184,1
304,1706566344284,1706566344285,1
305,1706566344384,1706566344385,1
306,1706566344485,1706566344486,1
307,1706566344586,1706566344587,1
308,1706566344687,1706566344688,1
309,1706566344787,1706566344788,1
310,1706566344888,1706566344889,1
311,1706566344989,1706566344990,1
312,1706566345090,1706566345091,1
313,1706566345191,1706566345192,1
314,1706566345292,1706566345292,0
315,1706566345392,1706566345393,1
316,1706566345493,1706566345493,0
317,1706566345593,1706566345594,1
318,1706566345694,1706566345695,1
319,1706566345795,1706566345796,1
320,1706566345896,1706566345896,0
321,1706566345996,1706566345997,1
322,1706566346097,1706566346098,1
323,1706566346198,1706566346198,0
324,1706566346298,1706566346299,1
325,1706566346399,1706566346400,1
326,1706566346500,1706566346500,0
327,1706566346600,1706566346601,1
328,1706566346701,1706566346702,1
329,1706566346802,1706566346803,1
330,1706566346903,1706566346904,1
331,1706566347004,1706566347005,1
332,1706566347105,1706566347106,1
333,1706566347205,1706566347206,1
334,1706566347306,1706566347307,1
335,1706566347407,1706566347408,1
336,1706566347508,1706566347509,1
337,1706566347609,1706566347610,1
338,1706566347710,1706566347711,1
339,1706566347810,1706566347811,1
340,1706566347911,1706566347912,1
341,1706566348012,1706566348013,1
342,1706566348113,1706566348114,1
343,1706566348214,1706566348214,0
344,1706566348314,1706566348315,1
345,1706566348415,1706566348416,1
346,1706566348516,1706566348517,1
347,1706566348617,1706566348618,1
348,1706566348718,1706566348718,0
349,1706566348818,1706566348819,1
