frame number,publisher_sent,subscriber_received,latency
12073,1706567489081,1706567489082,1
12074,1706567489090,1706567489090,0
12075,1706567489098,1706567489098,0
12076,1706567489106,1706567489106,0
12077,1706567489114,1706567489115,1
12078,1706567489122,1706567489123,1
12079,1706567489130,1706567489131,1
12080,1706567489138,1706567489139,1
12081,1706567489146,1706567489147,1
12082,1706567489154,1706567489155,1
12083,1706567489163,1706567489163,0
12084,1706567489171,1706567489172,1
12085,1706567489179,1706567489179,0
12086,1706567489187,1706567489188,1
12087,1706567489195,1706567489196,1
12088,1706567489203,1706567489204,1
12089,1706567489211,1706567489212,1
12090,1706567489219,1706567489220,1
12091,1706567489227,1706567489228,1
12092,1706567489235,1706567489236,1
12093,1706567489244,1706567489244,0
12094,1706567489252,1706567489252,0
12095,1706567489260,1706567489261,1
12096,1706567489268,1706567489269,1
12097,1706567489276,1706567489277,1
12098,1706567489284,1706567489285,1
12099,1706567489292,1706567489293,1
12100,1706567489300,1706567489301,1
12101,1706567489309,1706567489310,1
12102,1706567489317,1706567489318,1
12103,1706567489325,1706567489325,0
12104,1706567489333,1706567489334,1
12105,1706567489341,1706567489342,1
12106,1706567489349,1706567489350,1
12107,1706567489357,1706567489358,1
12108,1706567489365,1706567489366,1
12109,1706567489373,1706567489374,1
12110,1706567489381,1706567489383,2
12111,1706567489390,1706567489390,0
12112,1706567489398,1706567489398,0
12113,1706567489406,1706567489406,0
12114,1706567489414,1706567489414,0
12115,1706567489422,1706567489422,0
12116,1706567489430,1706567489430,0
12117,1706567489438,1706567489439,1
12118,1706567489446,1706567489447,1
12119,1706567489454,1706567489455,1
12120,1706567489462,1706567489463,1
12121,1706567489470,1706567489471,1
12122,1706567489478,1706567489479,1
12123,1706567489487,1706567489487,0
12124,1706567489495,1706567489495,0
12125,1706567489503,1706567489503,0
12126,1706567489511,1706567489512,1
12127,1706567489519,1706567489520,1
12128,1706567489527,1706567489528,1
12129,1706567489535,1706567489536,1
12130,1706567489543,1706567489544,1
12131,1706567489551,1706567489552,1
12132,1706567489559,1706567489560,1
12133,1706567489568,1706567489568,0
12134,1706567489576,1706567489577,1
12135,1706567489584,1706567489588,4
12136,1706567489592,1706567489592,0
12137,1706567489600,1706567489601,1
12138,1706567489608,1706567489609,1
12139,1706567489616,1706567489617,1
12140,1706567489624,1706567489625,1
12141,1706567489632,1706567489633,1
12142,1706567489640,1706567489641,1
12143,1706567489649,1706567489649,0
12144,1706567489657,1706567489657,0
12145,1706567489665,1706567489665,0
12146,1706567489673,1706567489674,1
12147,1706567489681,1706567489682,1
12148,1706567489689,1706567489690,1
12149,1706567489697,1706567489698,1
12150,1706567489706,1706567489706,0
12151,1706567489714,1706567489714,0
12152,1706567489722,1706567489723,1
12153,1706567489730,1706567489731,1
12154,1706567489738,1706567489739,1
12155,1706567489746,1706567489747,1
12156,1706567489754,1706567489755,1
12157,1706567489762,1706567489763,1
12158,1706567489771,1706567489771,0
12159,1706567489779,1706567489779,0
12160,1706567489787,1706567489787,0
12161,1706567489795,1706567489796,1
12162,1706567489803,1706567489804,1
12163,1706567489811,1706567489812,1
12164,1706567489819,1706567489820,1
12165,1706567489827,1706567489828,1
12166,1706567489835,1706567489836,1
12167,1706567489843,1706567489844,1
12168,1706567489851,1706567489852,1
12169,1706567489859,1706567489860,1
12170,1706567489868,1706567489868,0
12171,1706567489876,1706567489877,1
12172,1706567489884,1706567489885,1
12173,1706567489892,1706567489893,1
12174,1706567489900,1706567489901,1
12175,1706567489908,1706567489909,1
12176,1706567489916,1706567489917,1
12177,1706567489924,1706567489925,1
12178,1706567489933,1706567489933,0
12179,1706567489941,1706567489941,0
12180,1706567489949,1706567489949,0
12181,1706567489957,1706567489958,1
12182,1706567489965,1706567489966,1
12183,1706567489973,1706567489974,1
12184,1706567489981,1706567489982,1
12185,1706567489989,1706567489990,1
12186,1706567489997,1706567489998,1
12187,1706567490006,1706567490006,0
12188,1706567490014,1706567490015,1
12189,1706567490022,1706567490022,0
12190,1706567490030,1706567490031,1
12191,1706567490038,1706567490039,1
12192,1706567490046,1706567490047,1
12193,1706567490054,1706567490055,1
12194,1706567490062,1706567490063,1
12195,1706567490071,1706567490071,0
12196,1706567490079,1706567490079,0
12197,1706567490087,1706567490088,1
12198,1706567490095,1706567490096,1
12199,1706567490103,1706567490104,1
12200,1706567490111,1706567490112,1
12201,1706567490119,1706567490120,1
12202,1706567490127,1706567490128,1
12203,1706567490135,1706567490136,1
