frame number,image_height,image_width,publisher_sent,subscriber_received,frequency,latency,packets_receieved_count,transport
1,360,480,1704680618180268117,1704680618210303660,5,30035543,1,2
1,360,480,1704680618180268117,1704680618212254448,5,31986331,2,2
2,360,480,1704680618388987488,1704680618401316925,5,12329437,3,2
2,360,480,1704680618388987488,1704680618403410722,5,14423234,4,2
3,360,480,1704680618598116551,1704680618610514992,5,12398441,5,2
3,360,480,1704680618598116551,1704680618612626791,5,14510240,6,2
4,360,480,1704680618807218946,1704680618819564051,5,12345105,7,2
4,360,480,1704680618807218946,1704680618821594178,5,14375232,8,2
5,360,480,1704680619016408014,1704680619028581774,5,12173760,9,2
5,360,480,1704680619016408014,1704680619030642903,5,14234889,10,2
6,360,480,1704680619225487741,1704680619237796843,5,12309102,11,2
6,360,480,1704680619225487741,1704680619239861639,5,14373898,12,2
7,360,480,1704680619434701810,1704680619446848569,5,12146759,13,2
7,360,480,1704680619434701810,1704680619448886029,5,14184219,14,2
8,360,480,1704680619643690865,1704680619656083639,5,12392774,15,2
8,360,480,1704680619643690865,1704680619658140768,5,14449903,16,2
9,360,480,1704680619852970272,1704680619865193035,5,12222763,17,2
9,360,480,1704680619852970272,1704680619867260831,5,14290559,18,2
10,360,480,1704680620062101002,1704680620074400104,5,12299102,19,2
10,360,480,1704680620062101002,1704680620076473900,5,14372898,20,2
11,360,480,1704680620271285070,1704680620283526834,5,12241764,21,2
11,360,480,1704680620271285070,1704680620285567295,5,14282225,22,2
12,360,480,1704680620480395466,1704680620493913310,5,13517844,23,2
12,360,480,1704680620480395466,1704680620496225455,5,15829989,24,2
13,360,480,1704680620690930618,1704680620705850883,5,14920265,25,2
13,360,480,1704680620690930618,1704680620709796130,5,18865512,26,2
14,360,480,1704680620902032138,1704680620922233067,5,20200929,27,2
14,360,480,1704680620902032138,1704680620925054243,5,23022105,28,2
15,360,480,1704680621120663463,1704680621132353193,5,11689730,29,2
15,360,480,1704680621120663463,1704680621134360985,5,13697522,30,2
16,360,480,1704680621329525844,1704680621341555596,5,12029752,31,2
16,360,480,1704680621329525844,1704680621343868740,5,14342896,32,2
17,360,480,1704680621538404893,1704680621550485648,5,12080755,33,2
17,360,480,1704680621538404893,1704680621552938801,5,14533908,34,2
18,360,480,1704680621747345612,1704680621759488037,5,12142425,35,2
18,360,480,1704680621747345612,1704680621761791181,5,14445569,36,2
19,360,480,1704680621956332668,1704680621968501761,5,12169093,37,2
19,360,480,1704680621956332668,1704680621970823906,5,14491238,38,2
20,360,480,1704680622165370727,1704680622177399478,5,12028751,39,2
20,360,480,1704680622165370727,1704680622179728624,5,14357897,40,2
21,360,480,1704680622374270444,1704680622386108517,5,11838073,41,2
21,360,480,1704680622374270444,1704680622388525668,5,14255224,42,2
22,360,480,1704680622583048487,1704680622595399258,5,12350771,43,2
22,360,480,1704680622583048487,1704680622597789074,5,14740587,44,2
23,360,480,1704680622792244556,1704680622804211637,5,11967081,45,2
23,360,480,1704680622792244556,1704680622806565450,5,14320894,46,2
24,360,480,1704680623001096936,1704680623012109624,5,11012688,47,2
24,360,480,1704680623001096936,1704680623014609447,5,13512511,48,2
25,360,480,1704680623208985257,1704680623220934004,5,11948747,49,2
25,360,480,1704680623208985257,1704680623223366156,5,14380899,50,2
26,360,480,1704680623417848306,1704680623428688650,5,10840344,51,2
26,360,480,1704680623417848306,1704680623431142136,5,13293830,52,2
27,360,480,1704680623625510613,1704680623637394355,5,11883742,53,2
27,360,480,1704680623625510613,1704680623639841175,5,14330562,54,2
28,360,480,1704680623834329992,1704680623845402350,5,11072358,55,2
28,360,480,1704680623834329992,1704680623847891506,5,13561514,56,2
29,360,480,1704680624042243648,1704680624054188060,5,11944412,57,2
29,360,480,1704680624042243648,1704680624056689217,5,14445569,58,2
30,360,480,1704680624251134031,1704680624262307730,5,11173699,59,2
30,360,480,1704680624251134031,1704680624264804552,5,13670521,60,2
31,360,480,1704680624459170362,1704680624474892677,5,15722315,61,2
31,360,480,1704680624459170362,1704680624476917804,5,17747442,62,2
32,360,480,1704680624672619697,1704680624682483980,5,9864283,63,2
32,360,480,1704680624672619697,1704680624684397766,5,11778069,64,2
33,360,480,1704680624879369947,1704680624889297901,5,9927954,65,2
33,360,480,1704680624879369947,1704680624891308693,5,11938746,66,2
34,360,480,1704680625086272207,1704680625096192160,5,9919953,67,2
34,360,480,1704680625086272207,1704680625098150949,5,11878742,68,2
35,360,480,1704680625293124797,1704680625303101754,5,9976957,69,2
35,360,480,1704680625293124797,1704680625305122880,5,11998083,70,2
36,360,480,1704680625499996055,1704680625530661305,5,30665250,71,2
36,360,480,1704680625499996055,1704680625532399080,5,32403025,72,2
37,360,480,1704680625706170270,1704680625716514249,5,10343979,73,2
37,360,480,1704680625706170270,1704680625718934734,5,12764464,74,2
38,360,480,1704680625913286210,1704680625944674504,5,31388294,75,2
38,360,480,1704680625913286210,1704680625946401279,5,33115069,76,2
39,360,480,1704680626119804113,1704680626150722711,5,30918598,77,2
39,360,480,1704680626119804113,1704680626152493822,5,32689709,78,2
40,360,480,1704680626326143338,1704680626336507319,5,10363981,79,2
40,360,480,1704680626326143338,1704680626338830797,5,12687459,80,2
41,360,480,1704680626532823584,1704680626542712535,5,9888951,81,2
41,360,480,1704680626532823584,1704680626544734328,5,11910744,82,2
42,360,480,1704680626739683842,1704680626770551437,5,30867595,83,2
42,360,480,1704680626739683842,1704680626772267878,5,32584036,84,2
43,360,480,1704680626946018400,1704680626963072132,5,17053732,85,2
43,360,480,1704680626946018400,1704680626964842576,5,18824176,86,2
44,360,480,1704680627152751317,1704680627162888283,5,10136966,87,2
44,360,480,1704680627152751317,1704680627164889075,5,12137758,88,2
45,360,480,1704680627359614241,1704680627377083333,5,17469092,89,2
45,360,480,1704680627359614241,1704680627378858110,5,19243869,90,2
46,360,480,1704680627566181814,1704680627608753474,5,42571660,91,2
46,360,480,1704680627566181814,1704680627610509251,5,44327437,92,2
47,360,480,1704680627771931336,1704680627802872270,5,30940934,93,2
47,360,480,1704680627771931336,1704680627804663715,5,32732379,94,2
48,360,480,1704680627978226226,1704680628020849556,5,42623330,95,2
48,360,480,1704680627978226226,1704680628022812011,5,44585785,96,2
49,360,480,1704680628183976748,1704680628194186053,5,10209305,97,2
49,360,480,1704680628183976748,1704680628196642206,5,12665458,98,2
50,360,480,1704680628391065687,1704680628401241323,5,10175636,99,2
50,360,480,1704680628391065687,1704680628403713144,5,12647457,100,2
51,360,480,1704680628598312970,1704680628608563277,5,10250307,101,2
51,360,480,1704680628598312970,1704680628611003429,5,12690459,102,2
52,360,480,1704680628805548585,1704680628816274922,5,10726337,103,2
52,360,480,1704680628805548585,1704680628818777745,5,13229160,104,2
53,360,480,1704680629013470243,1704680629023770553,5,10300310,105,2
53,360,480,1704680629013470243,1704680629026225707,5,12755464,106,2
54,360,480,1704680629220835866,1704680629231087507,5,10251641,107,2
54,360,480,1704680629220835866,1704680629233569329,5,12733463,108,2
55,360,480,1704680629428189489,1704680629438325456,5,10135967,109,2
55,360,480,1704680629428189489,1704680629440755941,5,12566452,110,2
56,360,480,1704680629635106751,1704680629678048768,5,42942017,111,2
56,360,480,1704680629635106751,1704680629679800877,5,44694126,112,2
57,360,480,1704680629840819272,1704680629870509127,5,29689855,113,2
57,360,480,1704680629840819272,1704680629872225567,5,31406295,114,2
58,360,480,1704680630047343509,1704680630077913753,5,30570244,115,2
58,360,480,1704680630047343509,1704680630079667196,5,32323687,116,2
59,360,480,1704680630253265043,1704680630295784033,5,42518990,117,2
59,360,480,1704680630253265043,1704680630297597480,5,44332437,118,2
60,360,480,1704680630459026900,1704680630469448551,5,10421651,119,2
60,360,480,1704680630459026900,1704680630471815699,5,12788799,120,2
61,360,480,1704680630665731483,1704680630675750775,5,10019292,121,2
61,360,480,1704680630665731483,1704680630678276933,5,12545450,122,2
62,360,480,1704680630872726750,1704680630920453066,5,47726316,123,2
62,360,480,1704680630872726750,1704680630922176840,5,49450090,124,2
63,360,480,1704680631077709892,1704680631108974512,5,31264620,125,2
63,360,480,1704680631077709892,1704680631110764291,5,33054399,126,2
64,360,480,1704680631284065453,1704680631326859127,5,42793674,127,2
64,360,480,1704680631284065453,1704680631328595236,5,44529783,128,2
65,360,480,1704680631489854645,1704680631520891251,5,31036606,129,2
65,360,480,1704680631489854645,1704680631522698031,5,32843386,130,2
66,360,480,1704680631696069864,1704680631706510183,5,10440319,131,2
66,360,480,1704680631696069864,1704680631708893332,5,12823468,132,2
67,360,480,1704680631902891788,1704680631920113531,5,17221743,133,2
67,360,480,1704680631902891788,1704680631921898309,5,19006521,134,2
68,360,480,1704680632109838053,1704680632140939330,5,31101277,135,2
68,360,480,1704680632109838053,1704680632142691439,5,32853386,136,2
