frame number,image_height,image_width,publisher_sent,subscriber_received,frequency,latency,packets_receieved_count,transport
1,360,480,1705205718243672975,1705205718288036657,5,44363682,1,1
1,360,480,1705205718243672975,1705205718290132799,5,46459824,2,1
2,360,480,1705205718453284555,1705205718466573125,5,13288570,3,1
2,360,480,1705205718453284555,1705205718469001290,5,15716735,4,1
3,360,480,1705205718663267494,1705205718678547865,5,15280371,5,1
3,360,480,1705205718663267494,1705205718681129041,5,17861547,6,1
4,360,480,1705205718875464249,1705205718888743818,5,13279569,7,1
4,360,480,1705205718875464249,1705205718891134314,5,15670065,8,1
5,360,480,1705205719085609530,1705205719098811427,5,13201897,9,1
5,360,480,1705205719085609530,1705205719101080915,5,15471385,10,1
6,360,480,1705205719295550794,1705205719309155385,5,13604591,11,1
6,360,480,1705205719295550794,1705205719311596884,5,16046090,12,1
7,360,480,1705205719505940088,1705205719518882634,5,12942546,13,1
7,360,480,1705205719505940088,1705205719521105452,5,15165364,14,1
8,360,480,1705205719715557997,1705205719729478943,5,13920946,15,1
8,360,480,1705205719715557997,1705205719731351737,5,15793740,16,1
9,360,480,1705205719931903696,1705205719944466883,5,12563187,17,1
9,360,480,1705205719931903696,1705205719946686701,5,14783005,18,1
10,360,480,1705205720141346589,1705205720153845772,5,12499183,19,1
10,360,480,1705205720141346589,1705205720156128927,5,14782338,20,1
11,360,480,1705205720350787814,1705205720363243660,5,12455846,21,1
11,360,480,1705205720350787814,1705205720365447810,5,14659996,22,1
12,360,480,1705205720560094363,1705205720573270258,5,13175895,23,1
12,360,480,1705205720560094363,1705205720575646420,5,15552057,24,1
13,360,480,1705205720770154297,1705205720782841825,5,12687528,25,1
13,360,480,1705205720770154297,1705205720785050309,5,14896012,26,1
14,360,480,1705205720979595855,1705205720991886357,5,12290502,27,1
14,360,480,1705205720979595855,1705205720994052504,5,14456649,28,1
15,360,480,1705205721188554043,1705205721200812875,5,12258832,29,1
15,360,480,1705205721188554043,1705205721202885016,5,14330973,30,1
16,360,480,1705205721397611236,1705205721410363102,5,12751866,31,1
16,360,480,1705205721397611236,1705205721412587587,5,14976351,32,1
17,360,480,1705205721607146463,1705205721620066340,5,12919877,33,1
17,360,480,1705205721607146463,1705205721622263156,5,15116693,34,1
18,360,480,1705205721816776362,1705205721829374884,5,12598522,35,1
18,360,480,1705205721816776362,1705205721831589701,5,14813339,36,1
19,360,480,1705205722026157244,1705205722038860772,5,12703528,37,1
19,360,480,1705205722026157244,1705205722041073589,5,14916345,38,1
20,360,480,1705205722235644795,1705205722248396994,5,12752199,39,1
20,360,480,1705205722235644795,1705205722250654480,5,15009685,40,1
21,360,480,1705205722445197350,1705205722457695532,5,12498182,41,1
21,360,480,1705205722445197350,1705205722459847678,5,14650328,42,1
22,360,480,1705205722654477221,1705205722667131080,5,12653859,43,1
22,360,480,1705205722654477221,1705205722669372232,5,14895011,44,1
23,360,480,1705205722863782760,1705205722875859913,5,12077153,45,1
23,360,480,1705205722863782760,1705205722878210739,5,14427979,46,1
24,360,480,1705205723072619932,1705205723084603745,5,11983813,47,1
24,360,480,1705205723072619932,1705205723098345010,5,25725078,48,1
25,360,480,1705205723281417431,1705205723294431981,5,13014550,49,1
25,360,480,1705205723281417431,1705205723296745804,5,15328373,50,1
26,360,480,1705205723491030319,1705205723503472163,5,12441844,51,1
26,360,480,1705205723491030319,1705205723505727316,5,14696997,52,1
27,360,480,1705205723700303184,1705205723713227061,5,12923877,53,1
27,360,480,1705205723700303184,1705205723715498548,5,15195364,54,1
28,360,480,1705205723909947074,1705205723922683938,5,12736864,55,1
28,360,480,1705205723909947074,1705205723925026097,5,15079023,56,1
29,360,480,1705205724119449619,1705205724131804123,5,12354504,57,1
29,360,480,1705205724119449619,1705205724133951936,5,14502317,58,1
30,360,480,1705205724328611471,1705205724340946974,5,12335503,59,1
30,360,480,1705205724328611471,1705205724343098787,5,14487316,60,1
31,360,480,1705205724537799992,1705205724558791749,5,20991757,61,1
31,360,480,1705205724537799992,1705205724560638541,5,22838549,62,1
32,360,480,1705205724746522815,1705205724756813179,5,10290364,63,1
32,360,480,1705205724746522815,1705205724759362685,5,12839870,64,1
33,360,480,1705205724953753536,1705205724964258915,5,10505379,65,1
33,360,480,1705205724953753536,1705205724966706081,5,12952545,66,1
34,360,480,1705205725161099595,1705205725173255419,5,12155824,67,1
34,360,480,1705205725161099595,1705205725175352895,5,14253300,68,1
35,360,480,1705205725369756408,1705205725380580142,5,10823734,69,1
35,360,480,1705205725369756408,1705205725383171318,5,13414910,70,1
36,360,480,1705205725577491159,1705205725588436567,5,10945408,71,1
36,360,480,1705205725577491159,1705205725591078413,5,13587254,72,1
37,360,480,1705205725785436924,1705205725795933302,5,10496378,73,1
37,360,480,1705205725785436924,1705205725798454140,5,13017216,74,1
38,360,480,1705205725992715977,1705205726003610049,5,10894072,75,1
38,360,480,1705205725992715977,1705205726006250561,5,13534584,76,1
