frame number,image_height,image_width,publisher_sent,subscriber_received,frequency,latency,packets_receieved_count,transport
1,480,360,1704677089376340148,1704677089394566596,5,18226448,1,3
1,480,360,1704677089376340148,1704677089396501715,5,20161567,2,3
2,480,360,1704677089589694538,1704677089600524868,5,10830330,3,3
2,480,360,1704677089589694538,1704677089602666666,5,12972128,4,3
3,480,360,1704677089797949617,1704677089808833617,5,10884000,5,3
3,480,360,1704677089797949617,1704677089810985748,5,13036131,6,3
4,480,360,1704677090006332371,1704677090017185368,5,10852997,7,3
4,480,360,1704677090006332371,1704677090019132487,5,12800116,8,3
5,480,360,1704677090214530446,1704677090225464782,5,10934336,9,3
5,480,360,1704677090214530446,1704677090227351231,5,12820785,10,3
6,480,360,1704677090422742856,1704677090435291624,5,12548768,11,3
6,480,360,1704677090422742856,1704677090438105797,5,15362941,12,3
7,480,360,1704677090635942905,1704677090646841905,5,10899000,13,3
7,480,360,1704677090635942905,1704677090648728354,5,12785449,14,3
8,480,360,1704677090844126980,1704677090855132320,5,11005340,15,3
8,480,360,1704677090844126980,1704677090857470463,5,13343483,16,3
9,480,360,1704677091052517067,1704677091063508073,5,10991006,17,3
9,480,360,1704677091052517067,1704677091065396522,5,12879455,18,3
10,480,360,1704677091260884487,1704677091272053171,5,11168684,19,3
10,480,360,1704677091260884487,1704677091274030292,5,13145805,20,3
11,480,360,1704677091469450253,1704677091483154758,5,13704505,21,3
11,480,360,1704677091469450253,1704677091485055541,5,15605288,22,3
12,480,360,1704677091680328493,1704677091691626518,5,11298025,23,3
12,480,360,1704677091680328493,1704677091693596638,5,13268145,24,3
13,480,360,1704677091888765251,1704677091899658251,5,10893000,25,3
13,480,360,1704677091888765251,1704677091901568701,5,12803450,26,3
14,480,360,1704677092096986328,1704677092107884329,5,10898001,27,3
14,480,360,1704677092096986328,1704677092109815780,5,12829452,28,3
15,480,360,1704677092305155403,1704677092316027402,5,10871999,29,3
15,480,360,1704677092305155403,1704677092317929185,5,12773782,30,3
16,480,360,1704677092513307811,1704677092524514163,5,11206352,31,3
16,480,360,1704677092513307811,1704677092526345609,5,13037798,32,3
17,480,360,1704677092721530222,1704677092732537229,5,11007007,33,3
17,480,360,1704677092721530222,1704677092734480015,5,12949793,34,3
18,480,360,1704677092929870641,1704677092940832645,5,10962004,35,3
18,480,360,1704677092929870641,1704677092942780098,5,12909457,36,3
19,480,360,1704677093138144723,1704677093149309406,5,11164683,37,3
19,480,360,1704677093138144723,1704677093151278527,5,13133804,38,3
20,480,360,1704677093346684487,1704677093357595822,5,10911335,39,3
20,480,360,1704677093346684487,1704677093359832626,5,13148139,40,3
21,480,360,1704677093554733556,1704677093569680137,5,14946581,41,3
21,480,360,1704677093554733556,1704677093572013613,5,17280057,42,3
22,480,360,1704677093767655255,1704677093778605592,5,10950337,43,3
22,480,360,1704677093767655255,1704677093781081744,5,13426489,44,3
23,480,360,1704677093975934337,1704677093986751333,5,10816996,45,3
23,480,360,1704677093975934337,1704677093988980469,5,13046132,46,3
24,480,360,1704677094183913068,1704677094193788339,5,9875271,47,3
24,480,360,1704677094183913068,1704677094196285159,5,12372091,48,3
25,480,360,1704677094391013745,1704677094401732068,5,10718323,49,3
25,480,360,1704677094391013745,1704677094403954538,5,12940793,50,3
26,480,360,1704677094598887137,1704677094610138492,5,11251355,51,3
26,480,360,1704677094598887137,1704677094611881265,5,12994128,52,3
27,480,360,1704677094812574217,1704677094823838573,5,11264356,53,3
27,480,360,1704677094812574217,1704677094826095378,5,13521161,54,3
28,480,360,1704677095020975974,1704677095030884247,5,9908273,55,3
28,480,360,1704677095020975974,1704677095033241725,5,12265751,56,3
29,480,360,1704677095227996647,1704677095238576961,5,10580314,57,3
29,480,360,1704677095227996647,1704677095240803431,5,12806784,58,3
30,480,360,1704677095435776699,1704677095445910319,5,10133620,59,3
30,480,360,1704677095435776699,1704677095448220127,5,12443428,60,3
31,480,360,1704677095642925046,1704677095654349412,5,11424366,61,3
31,480,360,1704677095642925046,1704677095656331867,5,13406821,62,3
32,480,360,1704677095851256133,1704677095860655375,5,9399242,63,3
32,480,360,1704677095851256133,1704677095862611828,5,11355695,64,3
33,480,360,1704677096057671102,1704677096067109346,5,9438244,65,3
33,480,360,1704677096057671102,1704677096069076133,5,11405031,66,3
34,480,360,1704677096264144408,1704677096274141687,5,9997279,67,3
