frame number,image_height,image_width,publisher_sent,subscriber_received,frequency,latency,packets_receieved_count,transport
1,480,360,1704676807650207390,1704676808111872990,5,461665600,1,1
1,480,360,1704676807650207390,1704676808113848443,5,463641053,2,1
2,480,360,1704676807853764040,1704676808132539907,5,278775867,3,1
2,480,360,1704676807853764040,1704676808134323348,5,280559308,4,1
3,480,360,1704676808057562370,1704676808303409579,5,245847209,5,1
3,480,360,1704676808057562370,1704676808305645381,5,248083011,6,1
4,480,360,1704676808279112442,1704676808521706454,5,242594012,7,1
4,480,360,1704676808279112442,1704676808523500896,5,244388454,8,1
5,480,360,1704676808498698062,1704676808741735101,5,243037039,9,1
5,480,360,1704676808498698062,1704676808743598547,5,244900485,10,1
6,480,360,1704676808718341352,1704676808961770748,5,243429396,11,1
6,480,360,1704676808718341352,1704676808963603859,5,245262507,12,1
7,480,360,1704676808938283660,1704676809181630718,5,243347058,13,1
7,480,360,1704676808938283660,1704676809184198540,5,245914880,14,1
8,480,360,1704676809158258637,1704676809401481355,5,243222718,15,1
8,480,360,1704676809158258637,1704676809404043510,5,245784873,16,1
9,480,360,1704676809377635579,1704676809621186649,5,243551070,17,1
9,480,360,1704676809377635579,1704676809623242440,5,245606861,18,1
10,480,360,1704676809597266202,1704676809840934946,5,243668744,19,1
10,480,360,1704676809597266202,1704676809842705720,5,245439518,20,1
11,480,360,1704676809817541531,1704676810061285280,5,243743749,21,1
11,480,360,1704676809817541531,1704676810063615087,5,246073556,22,1
12,480,360,1704676810037584179,1704676810280597218,5,243013039,23,1
12,480,360,1704676810037584179,1704676810282756682,5,245172503,24,1
13,480,360,1704676810257018791,1704676810506529556,5,249510765,25,1
13,480,360,1704676810257018791,1704676810509141381,5,252122590,26,1
14,480,360,1704676810476689750,1704676810734779368,5,258089618,27,1
14,480,360,1704676810476689750,1704676810736662815,5,259973065,28,1
15,480,360,1704676810698608512,1704676810951888506,5,253279994,29,1
15,480,360,1704676810698608512,1704676810953685281,5,255076769,30,1
16,480,360,1704676810919909571,1704676811168891304,5,248981733,31,1
16,480,360,1704676810919909571,1704676811170704080,5,250794509,32,1
17,480,360,1704676811138052105,1704676811384794703,5,246742598,33,1
17,480,360,1704676811138052105,1704676811387008837,5,248956732,34,1
18,480,360,1704676811356041296,1704676811611400416,5,255359120,35,1
18,480,360,1704676811356041296,1704676811614498937,5,258457641,36,1
19,480,360,1704676811580829899,1704676811829472279,5,248642380,37,1
19,480,360,1704676811580829899,1704676811832165109,5,251335210,38,1
20,480,360,1704676811803644716,1704676812047595812,5,243951096,39,1
20,480,360,1704676811803644716,1704676812050034960,5,246390244,40,1
21,480,360,1704676812022159940,1704676812265205982,5,243046042,41,1
21,480,360,1704676812022159940,1704676812267764470,5,245604530,42,1
22,480,360,1704676812240192135,1704676812482531800,5,242339665,43,1
22,480,360,1704676812240192135,1704676812485166293,5,244974158,44,1
23,480,360,1704676812458162992,1704676812699494597,5,241331605,45,1
23,480,360,1704676812458162992,1704676812701698064,5,243535072,46,1
24,480,360,1704676812676040178,1704676812918954212,5,242914034,47,1
24,480,360,1704676812676040178,1704676812921782050,5,245741872,48,1
25,480,360,1704676812895189107,1704676813137855793,5,242666686,49,1
25,480,360,1704676812895189107,1704676813140054259,5,244865152,50,1
26,480,360,1704676813114399040,1704676813357325742,5,242926702,51,1
26,480,360,1704676813114399040,1704676813359298528,5,244899488,52,1
27,480,360,1704676813333469631,1704676813578882817,5,245413186,53,1
27,480,360,1704676813333469631,1704676813581180623,5,247710992,54,1
28,480,360,1704676813553478947,1704676813796258306,5,242779359,55,1
28,480,360,1704676813553478947,1704676813798381768,5,244902821,56,1
29,480,360,1704676813771123452,1704676814019664827,5,248541375,57,1
29,480,360,1704676813771123452,1704676814022773682,5,251650230,58,1
30,480,360,1704676813990869418,1704676814237533680,5,246664262,59,1
30,480,360,1704676813990869418,1704676814240308181,5,249438763,60,1
31,480,360,1704676814212103474,1704676814452575695,5,240472221,61,1
31,480,360,1704676814212103474,1704676814455309860,5,243206386,62,1
32,480,360,1704676814429621639,1704676814668712776,5,239091137,63,1
32,480,360,1704676814429621639,1704676814671262264,5,241640625,64,1
33,480,360,1704676814645931397,1704676814886286278,5,240354881,65,1
33,480,360,1704676814645931397,1704676814889074780,5,243143383,66,1
34,480,360,1704676814862171818,1704676815108353718,5,246181900,67,1
34,480,360,1704676814862171818,1704676815110366173,5,248194355,68,1
35,480,360,1704676815078023549,1704676815321675296,5,243651747,69,1
35,480,360,1704676815078023549,1704676815325386521,5,247362972,70,1
36,480,360,1704676815294590324,1704676815537704038,5,243113714,71,1
36,480,360,1704676815294590324,1704676815539775497,5,245185173,72,1
37,480,360,1704676815510404053,1704676815755469219,5,245065166,73,1
37,480,360,1704676815510404053,1704676815757450005,5,247045952,74,1
38,480,360,1704676815726769148,1704676815970248885,5,243479737,75,1
38,480,360,1704676815726769148,1704676815972140333,5,245371185,76,1
39,480,360,1704676815942816225,1704676816180033583,5,237217358,77,1
39,480,360,1704676815942816225,1704676816188009399,5,245193174,78,1
40,480,360,1704676816158882302,1704676816398093115,5,239210813,79,1
40,480,360,1704676816158882302,1704676816403620449,5,244738147,80,1
41,480,360,1704676816374849375,1704676816614828233,5,239978858,81,1
41,480,360,1704676816374849375,1704676816622353022,5,247503647,82,1
42,480,360,1704676816593003912,1704676816832659418,5,239655506,83,1
42,480,360,1704676816593003912,1704676816840190207,5,247186295,84,1
43,480,360,1704676816810354402,1704676817058089730,5,247735328,85,1
43,480,360,1704676816810354402,1704676817060151522,5,249797120,86,1
44,480,360,1704676817027622553,1704676817272213691,5,244591138,87,1
44,480,360,1704676817027622553,1704676817275964918,5,248342365,88,1
45,480,360,1704676817244407008,1704676817482254072,5,237847064,89,1
45,480,360,1704676817244407008,1704676817489885200,5,245478192,90,1
46,480,360,1704676817460973117,1704676817698640837,5,237667720,91,1
46,480,360,1704676817460973117,1704676817706480978,5,245507861,92,1
47,480,360,1704676817677134868,1704676817915178944,5,238044076,93,1
47,480,360,1704676817677134868,1704676817922879077,5,245744209,94,1
48,480,360,1704676817893524966,1704676818131686716,5,238161750,95,1
48,480,360,1704676817893524966,1704676818141171957,5,247646991,96,1
49,480,360,1704676818110144412,1704676818348079149,5,237934737,97,1
49,480,360,1704676818110144412,1704676818357671063,5,247526651,98,1
50,480,360,1704676818326634851,1704676818564709929,5,238075078,99,1
50,480,360,1704676818326634851,1704676818572344724,5,245709873,100,1
51,480,360,1704676818542876274,1704676818781290706,5,238414432,101,1
51,480,360,1704676818542876274,1704676818789114179,5,246237905,102,1
52,480,360,1704676818759388713,1704676819004334207,5,244945494,103,1
52,480,360,1704676818759388713,1704676819008255111,5,248866398,104,1
53,480,360,1704676818976215172,1704676819214124241,5,237909069,105,1
53,480,360,1704676818976215172,1704676819221772037,5,245556865,106,1
54,480,360,1704676819192701610,1704676819430096981,5,237395371,107,1
54,480,360,1704676819192701610,1704676819435973004,5,243271394,108,1
55,480,360,1704676819409047374,1704676819646923441,5,237876067,109,1
55,480,360,1704676819409047374,1704676819654756915,5,245709541,110,1
56,480,360,1704676819625023115,1704676819863367543,5,238344428,111,1
56,480,360,1704676819625023115,1704676819870782659,5,245759544,112,1
57,480,360,1704676819841861575,1704676820079841981,5,237980406,113,1
57,480,360,1704676819841861575,1704676820087264764,5,245403189,114,1
58,480,360,1704676820058363014,1704676820296057071,5,237694057,115,1
58,480,360,1704676820058363014,1704676820303978884,5,245615870,116,1
59,480,360,1704676820274837119,1704676820521271372,5,246434253,117,1
59,480,360,1704676820274837119,1704676820523284827,5,248447708,118,1
60,480,360,1704676820490933202,1704676820736252053,5,245318851,119,1
60,480,360,1704676820490933202,1704676820738537858,5,247604656,120,1
61,480,360,1704676820707601319,1704676820945900078,5,238298759,121,1
61,480,360,1704676820707601319,1704676820953353863,5,245752544,122,1
62,480,360,1704676820924220766,1704676821162178172,5,237957406,123,1
62,480,360,1704676820924220766,1704676821170104652,5,245883886,124,1
63,480,360,1704676821140804211,1704676821387011117,5,246206906,125,1
63,480,360,1704676821140804211,1704676821389040240,5,248236029,126,1
64,480,360,1704676821357054303,1704676821595459403,5,238405100,127,1
64,480,360,1704676821357054303,1704676821603402218,5,246347915,128,1
65,480,360,1704676821573654417,1704676821811859505,5,238205088,129,1
65,480,360,1704676821573654417,1704676821820170008,5,246515591,130,1
66,480,360,1704676821790344535,1704676822028087929,5,237743394,131,1
66,480,360,1704676821790344535,1704676822037524500,5,247179965,132,1
67,480,360,1704676822006753637,1704676822244397358,5,237643721,133,1
67,480,360,1704676822006753637,1704676822252185163,5,245431526,134,1
68,480,360,1704676822223015064,1704676822463759639,5,240744575,135,1
68,480,360,1704676822223015064,1704676822466646481,5,243631417,136,1
69,480,360,1704676822439561174,1704676822683506944,5,243945770,137,1
69,480,360,1704676822439561174,1704676822696860419,5,257299245,138,1
70,480,360,1704676822658370755,1704676822911139392,5,252768637,139,1
70,480,360,1704676822658370755,1704676822914031234,5,255660479,140,1
71,480,360,1704676822877942382,1704676823127332815,5,249390433,141,1
71,480,360,1704676822877942382,1704676823130473005,5,252530623,142,1
72,480,360,1704676823101764600,1704676823344680975,5,242916375,143,1
72,480,360,1704676823101764600,1704676823347098788,5,245334188,144,1
73,480,360,1704676823320228161,1704676823562681174,5,242453013,145,1
73,480,360,1704676823320228161,1704676823565557348,5,245329187,146,1
74,480,360,1704676823538072017,1704676823777913539,5,239841522,147,1
74,480,360,1704676823538072017,1704676823780299350,5,242227333,148,1
75,480,360,1704676823754640796,1704676823994339643,5,239698847,149,1
75,480,360,1704676823754640796,1704676823997121811,5,242481015,150,1
76,480,360,1704676823971228577,1704676824213658589,5,242430012,151,1
76,480,360,1704676823971228577,1704676824216736775,5,245508198,152,1
77,480,360,1704676824188049705,1704676824430903743,5,242854038,153,1
