frame number,publisher_sent,subscriber_received,latency
90002,1706467602127,1706467602127,0
90003,1706467602137,1706467602138,1
90004,1706467602148,1706467602148,0
90005,1706467602158,1706467602158,0
90006,1706467602168,1706467602169,1
90007,1706467602179,1706467602179,0
90008,1706467602189,1706467602189,0
90009,1706467602199,1706467602199,0
90010,1706467602210,1706467602210,0
90011,1706467602220,1706467602221,1
90012,1706467602231,1706467602231,0
90013,1706467602241,1706467602242,1
90014,1706467602252,1706467602252,0
90015,1706467602262,1706467602263,1
90016,1706467602273,1706467602273,0
90017,1706467602283,1706467602284,1
90018,1706467602294,1706467602294,0
90019,1706467602304,1706467602305,1
90020,1706467602315,1706467602315,0
90021,1706467602326,1706467602326,0
90022,1706467602337,1706467602337,0
90023,1706467602348,1706467602348,0
90024,1706467602359,1706467602359,0
90025,1706467602370,1706467602370,0
90026,1706467602381,1706467602381,0
90027,1706467602392,1706467602392,0
90028,1706467602403,1706467602403,0
90029,1706467602414,1706467602414,0
90030,1706467602425,1706467602425,0
90031,1706467602436,1706467602436,0
90032,1706467602447,1706467602447,0
90033,1706467602458,1706467602458,0
90034,1706467602469,1706467602469,0
90035,1706467602480,1706467602480,0
90036,1706467602491,1706467602491,0
90037,1706467602502,1706467602502,0
90038,1706467602513,1706467602513,0
90039,1706467602524,1706467602524,0
90040,1706467602535,1706467602535,0
90041,1706467602546,1706467602547,1
90042,1706467602557,1706467602558,1
90043,1706467602568,1706467602569,1
90044,1706467602579,1706467602579,0
90045,1706467602590,1706467602590,0
90046,1706467602601,1706467602601,0
90047,1706467602612,1706467602612,0
90048,1706467602623,1706467602623,0
90049,1706467602634,1706467602634,0
90050,1706467602645,1706467602645,0
90051,1706467602656,1706467602657,1
90052,1706467602667,1706467602668,1
90053,1706467602678,1706467602678,0
90054,1706467602689,1706467602689,0
90055,1706467602700,1706467602700,0
90056,1706467602711,1706467602711,0
90057,1706467602722,1706467602722,0
90058,1706467602733,1706467602733,0
90059,1706467602744,1706467602744,0
90060,1706467602755,1706467602755,0
90061,1706467602766,1706467602766,0
90062,1706467602777,1706467602777,0
90063,1706467602788,1706467602788,0
90064,1706467602799,1706467602799,0
90065,1706467602810,1706467602810,0
90066,1706467602821,1706467602821,0
90067,1706467602832,1706467602832,0
90068,1706467602843,1706467602843,0
90069,1706467602854,1706467602854,0
90070,1706467602865,1706467602865,0
90071,1706467602876,1706467602876,0
90072,1706467602887,1706467602887,0
90073,1706467602898,1706467602898,0
90074,1706467602909,1706467602909,0
90075,1706467602920,1706467602920,0
90076,1706467602931,1706467602931,0
90077,1706467602942,1706467602942,0
90078,1706467602953,1706467602953,0
90079,1706467602964,1706467602964,0
90080,1706467602975,1706467602975,0
90081,1706467602986,1706467602986,0
90082,1706467602997,1706467602997,0
90083,1706467603008,1706467603008,0
90084,1706467603019,1706467603019,0
90085,1706467603030,1706467603030,0
90086,1706467603041,1706467603041,0
90087,1706467603052,1706467603052,0
90088,1706467603063,1706467603063,0
90089,1706467603074,1706467603074,0
90090,1706467603085,1706467603085,0
90091,1706467603096,1706467603096,0
90092,1706467603107,1706467603107,0
90093,1706467603118,1706467603119,1
90094,1706467603129,1706467603130,1
90095,1706467603140,1706467603141,1
90096,1706467603151,1706467603152,1
90097,1706467603162,1706467603163,1
90098,1706467603173,1706467603174,1
90099,1706467603184,1706467603185,1
90100,1706467603195,1706467603196,1
90101,1706467603206,1706467603207,1
90102,1706467603217,1706467603218,1
90103,1706467603228,1706467603229,1
90104,1706467603239,1706467603240,1
90105,1706467603250,1706467603251,1
90106,1706467603261,1706467603262,1
90107,1706467603272,1706467603273,1
90108,1706467603283,1706467603284,1
90109,1706467603294,1706467603295,1
90110,1706467603305,1706467603306,1
90111,1706467603316,1706467603317,1
90112,1706467603327,1706467603328,1
90113,1706467603338,1706467603339,1
90114,1706467603349,1706467603350,1
90115,1706467603360,1706467603361,1
90116,1706467603371,1706467603372,1
90117,1706467603382,1706467603383,1
90118,1706467603393,1706467603394,1
90119,1706467603404,1706467603405,1
90120,1706467603415,1706467603416,1
90121,1706467603426,1706467603427,1
90122,1706467603437,1706467603438,1
90123,1706467603448,1706467603449,1
90124,1706467603459,1706467603460,1
90125,1706467603470,1706467603471,1
90126,1706467603481,1706467603482,1
90127,1706467603492,1706467603492,0
90128,1706467603503,1706467603503,0
90129,1706467603514,1706467603514,0
90130,1706467603525,1706467603525,0
90131,1706467603536,1706467603536,0
90132,1706467603547,1706467603547,0
90133,1706467603558,1706467603558,0
90134,1706467603569,1706467603569,0
90135,1706467603580,1706467603580,0
90136,1706467603591,1706467603591,0
90137,1706467603602,1706467603602,0
90138,1706467603613,1706467603613,0
90139,1706467603624,1706467603624,0
90140,1706467603635,1706467603635,0
90141,1706467603646,1706467603647,1
90142,1706467603657,1706467603658,1
90143,1706467603668,1706467603669,1
90144,1706467603679,1706467603680,1
90145,1706467603690,1706467603691,1
90146,1706467603701,1706467603702,1
90147,1706467603712,1706467603713,1
90148,1706467603723,1706467603724,1
90149,1706467603734,1706467603735,1
90150,1706467603745,1706467603746,1
90151,1706467603756,1706467603757,1
90152,1706467603767,1706467603768,1
90153,1706467603778,1706467603779,1
90154,1706467603789,1706467603790,1
90155,1706467603800,1706467603801,1
90156,1706467603811,1706467603811,0
90157,1706467603822,1706467603822,0
90158,1706467603833,1706467603833,0
90159,1706467603844,1706467603844,0
90160,1706467603855,1706467603855,0
90161,1706467603866,1706467603867,1
90162,1706467603877,1706467603877,0
90163,1706467603888,1706467603888,0
90164,1706467603899,1706467603899,0
90165,1706467603910,1706467603910,0
90166,1706467603921,1706467603921,0
90167,1706467603932,1706467603932,0
90168,1706467603943,1706467603943,0
90169,1706467603954,1706467603954,0
90170,1706467603965,1706467603965,0
90171,1706467603976,1706467603976,0
90172,1706467603987,1706467603987,0
90173,1706467603998,1706467603998,0
90174,1706467604009,1706467604009,0
90175,1706467604020,1706467604020,0
90176,1706467604031,1706467604031,0
90177,1706467604042,1706467604042,0
90178,1706467604053,1706467604053,0
90179,1706467604064,1706467604064,0
90180,1706467604075,1706467604075,0
90181,1706467604086,1706467604086,0
90182,1706467604097,1706467604097,0
90183,1706467604108,1706467604108,0
90184,1706467604119,1706467604119,0
90185,1706467604130,1706467604130,0
90186,1706467604141,1706467604141,0
90187,1706467604152,1706467604152,0
90188,1706467604163,1706467604163,0
90189,1706467604174,1706467604174,0
90190,1706467604185,1706467604185,0
90191,1706467604196,1706467604196,0
90192,1706467604207,1706467604207,0
90193,1706467604218,1706467604218,0
90194,1706467604229,1706467604229,0
90195,1706467604240,1706467604240,0
90196,1706467604251,1706467604251,0
90197,1706467604262,1706467604262,0
90198,1706467604273,1706467604273,0
90199,1706467604284,1706467604284,0
90200,1706467604295,1706467604295,0
90201,1706467604306,1706467604307,1
90202,1706467604317,1706467604318,1
90203,1706467604328,1706467604329,1
90204,1706467604339,1706467604340,1
90205,1706467604350,1706467604351,1
90206,1706467604361,1706467604361,0
90207,1706467604372,1706467604372,0
90208,1706467604383,1706467604383,0
90209,1706467604394,1706467604394,0
90210,1706467604405,1706467604405,0
90211,1706467604416,1706467604416,0
90212,1706467604427,1706467604427,0
90213,1706467604438,1706467604438,0
90214,1706467604449,1706467604449,0
90215,1706467604460,1706467604460,0
90216,1706467604471,1706467604471,0
90217,1706467604482,1706467604482,0
90218,1706467604493,1706467604493,0
90219,1706467604504,1706467604504,0
90220,1706467604515,1706467604515,0
90221,1706467604526,1706467604526,0
90222,1706467604537,1706467604537,0
90223,1706467604548,1706467604548,0
90224,1706467604559,1706467604559,0
90225,1706467604570,1706467604570,0
90226,1706467604581,1706467604581,0
90227,1706467604592,1706467604592,0
90228,1706467604603,1706467604603,0
90229,1706467604614,1706467604614,0
90230,1706467604625,1706467604625,0
90231,1706467604636,1706467604637,1
90232,1706467604647,1706467604648,1
90233,1706467604658,1706467604658,0
90234,1706467604669,1706467604669,0
90235,1706467604680,1706467604680,0
90236,1706467604691,1706467604691,0
90237,1706467604702,1706467604702,0
90238,1706467604713,1706467604713,0
90239,1706467604724,1706467604724,0
90240,1706467604735,1706467604735,0
90241,1706467604746,1706467604746,0
90242,1706467604757,1706467604757,0
90243,1706467604768,1706467604769,1
90244,1706467604779,1706467604780,1
90245,1706467604790,1706467604791,1
90246,1706467604801,1706467604802,1
90247,1706467604812,1706467604813,1
90248,1706467604823,1706467604824,1
90249,1706467604834,1706467604835,1
90250,1706467604845,1706467604845,0
90251,1706467604856,1706467604857,1
90252,1706467604867,1706467604868,1
90253,1706467604878,1706467604879,1
90254,1706467604889,1706467604889,0
90255,1706467604900,1706467604900,0
90256,1706467604911,1706467604911,0
90257,1706467604922,1706467604922,0
90258,1706467604933,1706467604933,0
90259,1706467604944,1706467604944,0
90260,1706467604955,1706467604955,0
90261,1706467604966,1706467604967,1
90262,1706467604977,1706467604977,0
90263,1706467604988,1706467604988,0
90264,1706467604999,1706467604999,0
90265,1706467605010,1706467605010,0
90266,1706467605021,1706467605021,0
90267,1706467605032,1706467605032,0
90268,1706467605043,1706467605043,0
90269,1706467605054,1706467605054,0
90270,1706467605065,1706467605065,0
90271,1706467605076,1706467605076,0
90272,1706467605087,1706467605087,0
90273,1706467605098,1706467605098,0
90274,1706467605109,1706467605109,0
90275,1706467605120,1706467605120,0
90276,1706467605131,1706467605132,1
90277,1706467605142,1706467605143,1
90278,1706467605153,1706467605154,1
90279,1706467605164,1706467605165,1
90280,1706467605175,1706467605176,1
90281,1706467605186,1706467605187,1
90282,1706467605197,1706467605198,1
90283,1706467605208,1706467605209,1
90284,1706467605219,1706467605220,1
90285,1706467605230,1706467605231,1
