frame number,image_height,image_width,publisher_sent,subscriber_received,frequency,latency,packets_receieved_count,transport
1,100,100,1705264337086741356,1705264337603246948,5,516505592,1,1
1,100,100,1705264337086741356,1705264337603581302,5,516839946,2,1
2,100,100,1705264337287091203,1705264337603841985,5,316750782,3,1
2,100,100,1705264337287091203,1705264337604117336,5,317026133,4,1
3,100,100,1705264337487347376,1705264337605590094,5,118242718,5,1
3,100,100,1705264337487347376,1705264337605927115,5,118579739,6,1
4,100,100,1705264337688746288,1705264337691496460,5,2750172,7,1
4,100,100,1705264337688746288,1705264337691813813,5,3067525,8,1
5,100,100,1705264337890127199,1705264337900040484,5,9913285,9,1
5,100,100,1705264337890127199,1705264337900385839,5,10258640,10,1
6,100,100,1705264338098839234,1705264338101873423,5,3034189,11,1
6,100,100,1705264338098839234,1705264338102213111,5,3373877,12,1
7,100,100,1705264338300636837,1705264338303137660,5,2500823,13,1
7,100,100,1705264338300636837,1705264338303449013,5,2812176,14,1
8,100,100,1705264338501995746,1705264338504306891,5,2311145,15,1
8,100,100,1705264338501995746,1705264338504621910,5,2626164,16,1
9,100,100,1705264338703300319,1705264338705818143,5,2517824,17,1
9,100,100,1705264338703300319,1705264338706179165,5,2878846,18,1
10,100,100,1705264338904733233,1705264338907058711,5,2325478,19,1
10,100,100,1705264338904733233,1705264338907337062,5,2603829,20,1
11,100,100,1705264339106111476,1705264339108766309,5,2654833,21,1
11,100,100,1705264339106111476,1705264339109107664,5,2996188,22,1
12,100,100,1705264339307807740,1705264339310279561,5,2471821,23,1
12,100,100,1705264339307807740,1705264339310582913,5,2775173,24,1
13,100,100,1705264339509294657,1705264339513583925,5,4289268,25,1
13,100,100,1705264339509294657,1705264339513927280,5,4632623,26,1
14,100,100,1705264339712727696,1705264339715490202,5,2762506,27,1
14,100,100,1705264339712727696,1705264339715778887,5,3051191,28,1
15,100,100,1705264339914522966,1705264339917172465,5,2649499,29,1
15,100,100,1705264339914522966,1705264339917490485,5,2967519,30,1
16,100,100,1705264340116188228,1705264340118924065,5,2735837,31,1
16,100,100,1705264340116188228,1705264340119243085,5,3054857,32,1
17,100,100,1705264340318017833,1705264340320717335,5,2699502,33,1
17,100,100,1705264340318017833,1705264340321065023,5,3047190,34,1
18,100,100,1705264340519799102,1705264340522966966,5,3167864,35,1
18,100,100,1705264340519799102,1705264340523282653,5,3483551,36,1
19,100,100,1705264340722055401,1705264340725329605,5,3274204,37,1
19,100,100,1705264340722055401,1705264340725606956,5,3551555,38,1
20,100,100,1705264340925800459,1705264340929866379,5,4065920,39,1
20,100,100,1705264340925800459,1705264340930199067,5,4398608,40,1
21,100,100,1705264341128944813,1705264341131959001,5,3014188,41,1
21,100,100,1705264341128944813,1705264341132235685,5,3290872,42,1
22,100,100,1705264341332399520,1705264341335596386,5,3196866,43,1
22,100,100,1705264341332399520,1705264341335970409,5,3570889,44,1
23,100,100,1705264341534472807,1705264341537321652,5,2848845,45,1
23,100,100,1705264341534472807,1705264341537617337,5,3144530,46,1
24,100,100,1705264341736319413,1705264341739646621,5,3327208,47,1
24,100,100,1705264341736319413,1705264341739982309,5,3662896,48,1
25,100,100,1705264341938647383,1705264341941204543,5,2557160,49,1
25,100,100,1705264341938647383,1705264341941546898,5,2899515,50,1
26,100,100,1705264342140201971,1705264342142759464,5,2557493,51,1
26,100,100,1705264342140201971,1705264342143110820,5,2908849,52,1
27,100,100,1705264342341754559,1705264342344327720,5,2573161,53,1
27,100,100,1705264342341754559,1705264342344631406,5,2876847,54,1
28,100,100,1705264342543322815,1705264342545811970,5,2489155,55,1
28,100,100,1705264342543322815,1705264342546130324,5,2807509,56,1
29,100,100,1705264342744768396,1705264342747104542,5,2336146,57,1
29,100,100,1705264342744768396,1705264342747387893,5,2619497,58,1
30,100,100,1705264342946130306,1705264342948644796,5,2514490,59,1
30,100,100,1705264342946130306,1705264342948979484,5,2849178,60,1
31,100,100,1705264343147620556,1705264343150104045,5,2483489,61,1
31,100,100,1705264343147620556,1705264343150494736,5,2874180,62,1
32,100,100,1705264343349084472,1705264343351258275,5,2173803,63,1
32,100,100,1705264343349084472,1705264343351549293,5,2464821,64,1
33,100,100,1705264343550261037,1705264343552709523,5,2448486,65,1
33,100,100,1705264343550261037,1705264343553060878,5,2799841,66,1
34,100,100,1705264343751666949,1705264343754047098,5,2380149,67,1
34,100,100,1705264343751666949,1705264343754355450,5,2688501,68,1
35,100,100,1705264343952933852,1705264343955435342,5,2501490,69,1
35,100,100,1705264343952933852,1705264343955719360,5,2785508,70,1
36,100,100,1705264344154428770,1705264344156692245,5,2263475,71,1
36,100,100,1705264344154428770,1705264344157008931,5,2580161,72,1
37,100,100,1705264344355662005,1705264344358180829,5,2518824,73,1
37,100,100,1705264344355662005,1705264344358491182,5,2829177,74,1
38,100,100,1705264344557165257,1705264344559412064,5,2246807,75,1
38,100,100,1705264344557165257,1705264344559695748,5,2530491,76,1
39,100,100,1705264344758402825,1705264344760603629,5,2200804,77,1
39,100,100,1705264344758402825,1705264344760933650,5,2530825,78,1
40,100,100,1705264344959608058,1705264344961942537,5,2334479,79,1
40,100,100,1705264344959608058,1705264344962251223,5,2643165,80,1
41,100,100,1705264345160884629,1705264345163297779,5,2413150,81,1
41,100,100,1705264345160884629,1705264345163606132,5,2721503,82,1
42,100,100,1705264345362280207,1705264345365452738,5,3172531,83,1
42,100,100,1705264345362280207,1705264345365721422,5,3441215,84,1
43,100,100,1705264345563496774,1705264345567463022,5,3966248,85,1
43,100,100,1705264345563496774,1705264345567748039,5,4251265,86,1
44,100,100,1705264345764840349,1705264345767623523,5,2783174,87,1
44,100,100,1705264345764840349,1705264345767931875,5,3091526,88,1
45,100,100,1705264345966188591,1705264345968551072,5,2362481,89,1
45,100,100,1705264345966188591,1705264345968822422,5,2633831,90,1
46,100,100,1705264346167559167,1705264346169820642,5,2261475,91,1
46,100,100,1705264346167559167,1705264346170158663,5,2599496,92,1
47,100,100,1705264346368817737,1705264346371710251,5,2892514,93,1
47,100,100,1705264346368817737,1705264346372085274,5,3267537,94,1
48,100,100,1705264346570417661,1705264346573250172,5,2832511,95,1
48,100,100,1705264346570417661,1705264346573568525,5,3150864,96,1
49,100,100,1705264346772059255,1705264346774482073,5,2422818,97,1
49,100,100,1705264346772059255,1705264346774770091,5,2710836,98,1
50,100,100,1705264346973343826,1705264346975560631,5,2216805,99,1
50,100,100,1705264346973343826,1705264346975875984,5,2532158,100,1
51,100,100,1705264347174634064,1705264347176841536,5,2207472,101,1
51,100,100,1705264347174634064,1705264347177181890,5,2547826,102,1
52,100,100,1705264347375875300,1705264347378128107,5,2252807,103,1
52,100,100,1705264347375875300,1705264347378434126,5,2558826,104,1
53,100,100,1705264347577176205,1705264347579305672,5,2129467,105,1
53,100,100,1705264347577176205,1705264347579613024,5,2436819,106,1
54,100,100,1705264347778308767,1705264347780497237,5,2188470,107,1
54,100,100,1705264347778308767,1705264347780800589,5,2491822,108,1
55,100,100,1705264347979507333,1705264347981772808,5,2265475,109,1
55,100,100,1705264347979507333,1705264347982124496,5,2617163,110,1
56,100,100,1705264348180750568,1705264348183020043,5,2269475,111,1
56,100,100,1705264348180750568,1705264348183325729,5,2575161,112,1
57,100,100,1705264348382003804,1705264348384227943,5,2224139,113,1
57,100,100,1705264348382003804,1705264348384546630,5,2542826,114,1
58,100,100,1705264348583225372,1705264348585701193,5,2475821,115,1
58,100,100,1705264348583225372,1705264348586134553,5,2909181,116,1
59,100,100,1705264348784454606,1705264348786943095,5,2488489,117,1
59,100,100,1705264348784454606,1705264348787256448,5,2801842,118,1
60,100,100,1705264348985998860,1705264348988493683,5,2494823,119,1
60,100,100,1705264348985998860,1705264348988775700,5,2776840,120,1
61,100,100,1705264349187472777,1705264349190031603,5,2558826,121,1
61,100,100,1705264349187472777,1705264349190305620,5,2832843,122,1
62,100,100,1705264349389042699,1705264349391230169,5,2187470,123,1
62,100,100,1705264349389042699,1705264349391616193,5,2573494,124,1
63,100,100,1705264349590214597,1705264349592823760,5,2609163,125,1
63,100,100,1705264349590214597,1705264349593228118,5,3013521,126,1
64,100,100,1705264349791797853,1705264349794021659,5,2223806,127,1
64,100,100,1705264349791797853,1705264349794343679,5,2545826,128,1
65,100,100,1705264349993032088,1705264349995271561,5,2239473,129,1
65,100,100,1705264349993032088,1705264349995642918,5,2610830,130,1
66,100,100,1705264350194292991,1705264350196404456,5,2111465,131,1
66,100,100,1705264350194292991,1705264350196667806,5,2374815,132,1
67,100,100,1705264350395497891,1705264350397833037,5,2335146,133,1
67,100,100,1705264350395497891,1705264350398180058,5,2682167,134,1
68,100,100,1705264350596851466,1705264350599255950,5,2404484,135,1
68,100,100,1705264350596851466,1705264350599638641,5,2787175,136,1
69,100,100,1705264350798107369,1705264350800480851,5,2373482,137,1
69,100,100,1705264350798107369,1705264350800785203,5,2677834,138,1
70,100,100,1705264350999510281,1705264351001781423,5,2271142,139,1
70,100,100,1705264350999510281,1705264351002094776,5,2584495,140,1
71,100,100,1705264351200744849,1705264351203151666,5,2406817,141,1
71,100,100,1705264351200744849,1705264351203433017,5,2688168,142,1
72,100,100,1705264351402114426,1705264351404217224,5,2102798,143,1
72,100,100,1705264351402114426,1705264351404498575,5,2384149,144,1
73,100,100,1705264351603268989,1705264351605676473,5,2407484,145,1
73,100,100,1705264351603268989,1705264351605989826,5,2720837,146,1
74,100,100,1705264351804733238,1705264351807032715,5,2299477,147,1
74,100,100,1705264351804733238,1705264351807349735,5,2616497,148,1
75,100,100,1705264352006004809,1705264352008535634,5,2530825,149,1
75,100,100,1705264352006004809,1705264352018758939,5,12754130,150,1
76,100,100,1705264352207410721,1705264352209678196,5,2267475,151,1
76,100,100,1705264352207410721,1705264352210025884,5,2615163,152,1
77,100,100,1705264352408679291,1705264352410865094,5,2185803,153,1
77,100,100,1705264352408679291,1705264352411192782,5,2513491,154,1
78,100,100,1705264352609935194,1705264352612274340,5,2339146,155,1
78,100,100,1705264352609935194,1705264352612544357,5,2609163,156,1
79,100,100,1705264352811299437,1705264352813524576,5,2225139,157,1
79,100,100,1705264352811299437,1705264352813831929,5,2532492,158,1
80,100,100,1705264353012515004,1705264353014786813,5,2271809,159,1
80,100,100,1705264353012515004,1705264353015140168,5,2625164,160,1
81,100,100,1705264353213805576,1705264353216398404,5,2592828,161,1
81,100,100,1705264353213805576,1705264353216692756,5,2887180,162,1
82,100,100,1705264353415283492,1705264353417796316,5,2512824,163,1
82,100,100,1705264353415283492,1705264353418121003,5,2837511,164,1
83,100,100,1705264353616737407,1705264353619193561,5,2456154,165,1
83,100,100,1705264353616737407,1705264353619507247,5,2769840,166,1
84,100,100,1705264353818184989,1705264353820565471,5,2380482,167,1
84,100,100,1705264353818184989,1705264353820865156,5,2680167,168,1
85,100,100,1705264354019573567,1705264354022884440,5,3310873,169,1
85,100,100,1705264354019573567,1705264354023222795,5,3649228,170,1
86,100,100,1705264354221948539,1705264354224403693,5,2455154,171,1
86,100,100,1705264354221948539,1705264354224684044,5,2735505,172,1
87,100,100,1705264354423410122,1705264354425754602,5,2344480,173,1
87,100,100,1705264354423410122,1705264354426087622,5,2677500,174,1
88,100,100,1705264354624674025,1705264354627181848,5,2507823,175,1
88,100,100,1705264354624674025,1705264354627500202,5,2826177,176,1
89,100,100,1705264354826084604,1705264354828583094,5,2498490,177,1
89,100,100,1705264354826084604,1705264354828919781,5,2835177,178,1
90,100,100,1705264355027447847,1705264355029809661,5,2361814,179,1
90,100,100,1705264355027447847,1705264355030147349,5,2699502,180,1
91,100,100,1705264355228811090,1705264355231147236,5,2336146,181,1
91,100,100,1705264355228811090,1705264355231421920,5,2610830,182,1
