frame number,image_height,image_width,publisher_sent,subscriber_received,frequency,latency,packets_receieved_count,transport
1,100,100,1705262934188392218,1705262934189822640,5,1430422,1,2
1,100,100,1705262934188392218,1705262934190217331,5,1825113,2,2
2,100,100,1705262934389067702,1705262934389968424,5,900722,3,2
2,100,100,1705262934389067702,1705262934390219773,5,1152071,4,2
3,100,100,1705262934589604510,1705262934590470564,5,866054,5,2
3,100,100,1705262934589604510,1705262934590712912,5,1108402,6,2
4,100,100,1705262934790180654,1705262934791004039,5,823385,7,2
4,100,100,1705262934790180654,1705262934791233720,5,1053066,8,2
5,100,100,1705262934990674127,1705262934991449175,5,775048,9,2
5,100,100,1705262934990674127,1705262934991686190,5,1012063,10,2
6,100,100,1705262935191183267,1705262935192226999,5,1043732,11,2
6,100,100,1705262935191183267,1705262935192480348,5,1297081,12,2
7,100,100,1705262935391815415,1705262935392645133,5,829718,13,2
7,100,100,1705262935391815415,1705262935392875147,5,1059732,14,2
8,100,100,1705262935592371225,1705262935593256613,5,885388,15,2
8,100,100,1705262935592371225,1705262935593477293,5,1106068,16,2
9,100,100,1705262935792903699,1705262935793714083,5,810384,17,2
9,100,100,1705262935792903699,1705262935794006768,5,1103069,18,2
10,100,100,1705262935993449842,1705262935994264226,5,814384,19,2
10,100,100,1705262935993449842,1705262935994487906,5,1038064,20,2
11,100,100,1705262936193998318,1705262936194740031,5,741713,21,2
11,100,100,1705262936193998318,1705262936195017715,5,1019397,22,2
12,100,100,1705262936394495457,1705262936395345510,5,850053,23,2
12,100,100,1705262936394495457,1705262936395562524,5,1067067,24,2
13,100,100,1705262936595037266,1705262936595992326,5,955060,25,2
13,100,100,1705262936595037266,1705262936596223340,5,1186074,26,2
14,100,100,1705262936795609744,1705262936796498466,5,888722,27,2
14,100,100,1705262936795609744,1705262936796726480,5,1116736,28,2
15,100,100,1705262936996179221,1705262936997096945,5,917724,29,2
15,100,100,1705262936996179221,1705262936997324959,5,1145738,30,2
16,100,100,1705262937196713029,1705262937197756761,5,1043732,31,2
16,100,100,1705262937196713029,1705262937198086781,5,1373752,32,2
17,100,100,1705262937397355178,1705262937398231899,5,876721,33,2
17,100,100,1705262937397355178,1705262937398476248,5,1121070,34,2
18,100,100,1705262937598652700,1705262937599448417,5,795717,35,2
18,100,100,1705262937598652700,1705262937599670430,5,1017730,36,2
19,100,100,1705262937799817881,1705262937801010622,5,1192741,37,2
19,100,100,1705262937799817881,1705262937801276972,5,1459091,38,2
20,100,100,1705262938001444758,1705262938002289477,5,844719,39,2
20,100,100,1705262938001444758,1705262938002517491,5,1072733,40,2
21,100,100,1705262938202704945,1705262938203812347,5,1107402,41,2
21,100,100,1705262938202704945,1705262938204237373,5,1532428,42,2
22,100,100,1705262938404096807,1705262938405218210,5,1121403,43,2
22,100,100,1705262938404096807,1705262938405466892,5,1370085,44,2
23,100,100,1705262938605620010,1705262938606415393,5,795383,45,2
23,100,100,1705262938605620010,1705262938606646074,5,1026064,46,2
24,100,100,1705262938806794191,1705262938807549572,5,755381,47,2
24,100,100,1705262938806794191,1705262938807756918,5,962727,48,2
25,100,100,1705262939007926037,1705262939008620747,5,694710,49,2
25,100,100,1705262939007926037,1705262939008855428,5,929391,50,2
26,100,100,1705262939209130221,1705262939210115615,5,985394,51,2
26,100,100,1705262939209130221,1705262939210342963,5,1212742,52,2
27,100,100,1705262939409816705,1705262939410679759,5,863054,53,2
27,100,100,1705262939409816705,1705262939410890439,5,1073734,54,2
28,100,100,1705262939610471521,1705262939611423914,5,952393,55,2
28,100,100,1705262939610471521,1705262939611652261,5,1180740,56,2
29,100,100,1705262939811178674,1705262939812084063,5,905389,57,2
29,100,100,1705262939811178674,1705262939812307744,5,1129070,58,2
30,100,100,1705262940011819489,1705262940012677876,5,858387,59,2
30,100,100,1705262940011819489,1705262940012888889,5,1069400,60,2
31,100,100,1705262940212472305,1705262940217808970,5,5336665,61,2
31,100,100,1705262940212472305,1705262940218236997,5,5764692,62,2
32,100,100,1705262940417370385,1705262940418279775,5,909390,63,2
32,100,100,1705262940417370385,1705262940418531790,5,1161405,64,2
33,100,100,1705262940617852190,1705262940618637239,5,785049,65,2
33,100,100,1705262940617852190,1705262940618885588,5,1033398,66,2
34,100,100,1705262940818297660,1705262940819136712,5,839052,67,2
34,100,100,1705262940818297660,1705262940819365726,5,1068066,68,2
35,100,100,1705262941018746796,1705262941019551513,5,804717,69,2
35,100,100,1705262941018746796,1705262941019780527,5,1033731,70,2
36,100,100,1705262941219219268,1705262941220023651,5,804383,71,2
36,100,100,1705262941219219268,1705262941220253999,5,1034731,72,2
37,100,100,1705262941419644403,1705262941420610463,5,966060,73,2
37,100,100,1705262941419644403,1705262941420869479,5,1225076,74,2
38,100,100,1705262941620215213,1705262941621106936,5,891723,75,2
38,100,100,1705262941620215213,1705262941621346617,5,1131404,76,2
39,100,100,1705262941820689685,1705262941821439732,5,750047,77,2
39,100,100,1705262941820689685,1705262941821655745,5,966060,78,2
40,100,100,1705262942021127487,1705262942021864533,5,737046,79,2
40,100,100,1705262942021127487,1705262942022137884,5,1010397,80,2
41,100,100,1705262942221549622,1705262942222279334,5,729712,81,2
41,100,100,1705262942221549622,1705262942222501682,5,952060,82,2
42,100,100,1705262942421976758,1705262942422664467,5,687709,83,2
42,100,100,1705262942421976758,1705262942422881147,5,904389,84,2
43,100,100,1705262942622370557,1705262942623147272,5,776715,85,2
43,100,100,1705262942622370557,1705262942623369286,5,998729,86,2
44,100,100,1705262942822785025,1705262942823587075,5,802050,87,2
44,100,100,1705262942822785025,1705262942823826090,5,1041065,88,2
45,100,100,1705262943023253830,1705262943024033545,5,779715,89,2
45,100,100,1705262943023253830,1705262943024258225,5,1004395,90,2
46,100,100,1705262943223663964,1705262943224394343,5,730379,91,2
46,100,100,1705262943223663964,1705262943224613690,5,949726,92,2
47,100,100,1705262943424095099,1705262943425031158,5,936059,93,2
47,100,100,1705262943424095099,1705262943425292507,5,1197408,94,2
48,100,100,1705262943624591906,1705262943625413957,5,822051,95,2
48,100,100,1705262943624591906,1705262943625644971,5,1053065,96,2
49,100,100,1705262943825061377,1705262943825791422,5,730045,97,2
49,100,100,1705262943825061377,1705262943826083774,5,1022397,98,2
50,100,100,1705262944025471844,1705262944026183222,5,711378,99,2
50,100,100,1705262944025471844,1705262944026428904,5,957060,100,2
