frame number,publisher_sent,subscriber_received,latency
9006,1706566105186,1706566105194,8
9007,1706566105204,1706566105212,8
9008,1706566105224,1706566105232,8
9009,1706566105243,1706566105250,7
9010,1706566105262,1706566105269,7
9011,1706566105279,1706566105288,9
9012,1706566105298,1706566105306,8
9013,1706566105316,1706566105325,9
9014,1706566105335,1706566105344,9
9015,1706566105354,1706566105362,8
9016,1706566105371,1706566105380,9
9017,1706566105390,1706566105398,8
9018,1706566105409,1706566105417,8
9019,1706566105427,1706566105435,8
9020,1706566105446,1706566105456,10
9021,1706566105465,1706566105473,8
9022,1706566105485,1706566105492,7
9023,1706566105502,1706566105512,10
9024,1706566105522,1706566105531,9
9025,1706566105542,1706566105550,8
9026,1706566105561,1706566105569,8
9027,1706566105579,1706566105588,9
9028,1706566105598,1706566105606,8
9029,1706566105617,1706566105624,7
9030,1706566105636,1706566105647,11
9031,1706566105658,1706566105666,8
9032,1706566105677,1706566105685,8
9033,1706566105695,1706566105703,8
9034,1706566105714,1706566105723,9
9035,1706566105733,1706566105741,8
9036,1706566105753,1706566105762,9
9037,1706566105773,1706566105782,9
9038,1706566105793,1706566105801,8
9039,1706566105811,1706566105820,9
9040,1706566105832,1706566105840,8
9041,1706566105850,1706566105858,8
9042,1706566105868,1706566105876,8
9043,1706566105886,1706566105895,9
9044,1706566105905,1706566105914,9
9045,1706566105925,1706566105932,7
9046,1706566105942,1706566105951,9
9047,1706566105962,1706566105971,9
9048,1706566105980,1706566105990,10
9049,1706566106000,1706566106008,8
9050,1706566106019,1706566106027,8
9051,1706566106037,1706566106045,8
9052,1706566106055,1706566106063,8
9053,1706566106074,1706566106086,12
9054,1706566106096,1706566106104,8
9055,1706566106115,1706566106126,11
9056,1706566106136,1706566106144,8
9057,1706566106154,1706566106162,8
9058,1706566106173,1706566106182,9
9059,1706566106193,1706566106200,7
9060,1706566106212,1706566106220,8
9061,1706566106232,1706566106240,8
9062,1706566106250,1706566106259,9
9063,1706566106269,1706566106277,8
9064,1706566106288,1706566106297,9
9065,1706566106307,1706566106316,9
9066,1706566106327,1706566106336,9
9067,1706566106346,1706566106356,10
9068,1706566106366,1706566106374,8
9069,1706566106384,1706566106393,9
9070,1706566106403,1706566106411,8
9071,1706566106421,1706566106429,8
9072,1706566106439,1706566106448,9
9073,1706566106459,1706566106467,8
9074,1706566106477,1706566106487,10
9075,1706566106496,1706566106504,8
9076,1706566106514,1706566106523,9
9077,1706566106534,1706566106542,8
9078,1706566106553,1706566106561,8
9079,1706566106571,1706566106580,9
9080,1706566106591,1706566106599,8
9081,1706566106609,1706566106619,10
9082,1706566106628,1706566106636,8
9083,1706566106646,1706566106656,10
9084,1706566106667,1706566106675,8
9085,1706566106684,1706566106693,9
9086,1706566106704,1706566106712,8
9087,1706566106724,1706566106733,9
9088,1706566106745,1706566106751,6
9089,1706566106762,1706566106771,9
9090,1706566106782,1706566106790,8
