frame number,publisher_sent,subscriber_received,latency
29001,1708314330739164,1708314330797528,58364
29002,1708314330809731,1708314330867803,58072
29003,1708314330880171,1708314330926192,46021
29004,1708314330937652,1708314330982652,45000
29005,1708314330994895,1708314331040667,45772
29006,1708314331052814,1708314331097881,45067
29007,1708314331110042,1708314331156179,46137
29008,1708314331168254,1708314331213475,45221
29009,1708314331225709,1708314331270640,44931
29010,1708314331282603,1708314331327638,45035
29011,1708314331339806,1708314331384786,44980
29012,1708314331397001,1708314331442057,45056
29013,1708314331454389,1708314331499510,45121
29014,1708314331511678,1708314331556842,45164
29015,1708314331569025,1708314331614126,45101
29016,1708314331626339,1708314331671406,45067
29017,1708314331683656,1708314331729583,45927
29018,1708314331741175,1708314331786198,45023
29019,1708314331798350,1708314331843394,45044
29020,1708314331855660,1708314331900685,45025
29021,1708314331912859,1708314331957982,45123
29022,1708314331970324,1708314332015461,45137
29023,1708314332027436,1708314332072578,45142
29024,1708314332084777,1708314332129759,44982
29025,1708314332142033,1708314332187822,45789
29026,1708314332199500,1708314332252195,52695
29027,1708314332264379,1708314332309742,45363
29028,1708314332321946,1708314332367177,45231
29029,1708314332379380,1708314332426351,46971
29030,1708314332438590,1708314332483882,45292
29031,1708314332496160,1708314332541606,45446
29032,1708314332553770,1708314332599138,45368
29034,1708314332668546,1708314332714005,45459
29035,1708314332726232,1708314332771943,45711
29036,1708314332784130,1708314332829918,45788
29037,1708314332841934,1708314332887205,45271
29038,1708314332899303,1708314332944384,45081
29039,1708314332956652,1708314333001964,45312
29040,1708314333014113,1708314333059240,45127
29041,1708314333071471,1708314333116742,45271
29042,1708314333128888,1708314333174343,45455
29043,1708314333186457,1708314333232761,46304
29044,1708314333244882,1708314333290167,45285
29045,1708314333302392,1708314333347821,45429
29046,1708314333360018,1708314333405824,45806
29047,1708314333417269,1708314333462009,44740
29048,1708314333474187,1708314333519443,45256
29049,1708314333531693,1708314333577259,45566
29050,1708314333589656,1708314333634829,45173
29051,1708314333646988,1708314333692598,45610
29052,1708314333704721,1708314333750128,45407
29053,1708314333762298,1708314333807780,45482
29054,1708314333819986,1708314333865389,45403
29055,1708314333877661,1708314333922945,45284
29056,1708314333935176,1708314333980627,45451
29057,1708314333992879,1708314334038446,45567
29058,1708314334050646,1708314334095876,45230
29059,1708314334108205,1708314334153653,45448
29060,1708314334165948,1708314334211314,45366
29061,1708314334223776,1708314334268785,45009
29062,1708314334280824,1708314334325757,44933
29063,1708314334337995,1708314334383344,45349
29064,1708314334395419,1708314334440465,45046
29065,1708314334452706,1708314334497806,45100
29066,1708314334510048,1708314334555199,45151
29067,1708314334567331,1708314334612557,45226
29068,1708314334624651,1708314334669810,45159
29069,1708314334681924,1708314334727118,45194
29070,1708314334739360,1708314334784745,45385
29071,1708314334796861,1708314334842147,45286
29072,1708314334854184,1708314334899358,45174
29073,1708314334911547,1708314334956843,45296
29074,1708314334969017,1708314335014480,45463
29075,1708314335026348,1708314335071632,45284
29076,1708314335083722,1708314335128824,45102
29077,1708314335141122,1708314335186446,45324
29078,1708314335198610,1708314335245663,47053
29079,1708314335256457,1708314335310335,53878
29080,1708314335322522,1708314335368342,45820
29081,1708314335380500,1708314335426790,46290
29082,1708314335438263,1708314335483516,45253
29083,1708314335495963,1708314335541396,45433
29084,1708314335553571,1708314335598866,45295
29085,1708314335611236,1708314335656672,45436
29086,1708314335668840,1708314335714316,45476
29087,1708314335726514,1708314335772457,45943
29088,1708314335784618,1708314335830316,45698
29089,1708314335842568,1708314335887895,45327
29090,1708314335900123,1708314335945218,45095
29091,1708314335957390,1708314336002910,45520
29092,1708314336014825,1708314336059981,45156
29093,1708314336072230,1708314336117596,45366
29094,1708314336129671,1708314336174907,45236
29095,1708314336187132,1708314336232398,45266
29096,1708314336244628,1708314336289688,45060
29097,1708314336301902,1708314336347184,45282
29098,1708314336359309,1708314336404380,45071
29099,1708314336416547,1708314336464934,48387
29100,1708314336477041,1708314336522424,45383
29101,1708314336534756,1708314336580204,45448
29102,1708314336592393,1708314336637732,45339
29103,1708314336649859,1708314336695307,45448
29104,1708314336707498,1708314336752898,45400
29105,1708314336765190,1708314336810730,45540
29106,1708314336822885,1708314336868317,45432
29107,1708314336880540,1708314336926153,45613
29108,1708314336938017,1708314336983330,45313
29109,1708314336995629,1708314337041237,45608
29110,1708314337053461,1708314337098836,45375
29111,1708314337111138,1708314337156734,45596
29112,1708314337168869,1708314337214239,45370
29113,1708314337226829,1708314337271705,44876
29114,1708314337283839,1708314337329033,45194
29115,1708314337341308,1708314337386467,45159
29116,1708314337398625,1708314337444683,46058
29117,1708314337456312,1708314337501559,45247
29118,1708314337513742,1708314337558873,45131
29119,1708314337570924,1708314337616164,45240
29120,1708314337628248,1708314337673439,45191
29121,1708314337685603,1708314337730753,45150
29122,1708314337742979,1708314337788214,45235
29123,1708314337800385,1708314337845582,45197
29124,1708314337857676,1708314337902852,45176
29125,1708314337915200,1708314337960432,45232
29126,1708314337972620,1708314338017898,45278
29127,1708314338030097,1708314338075329,45232
29128,1708314338087460,1708314338132622,45162
29129,1708314338144808,1708314338189942,45134
29130,1708314338202205,1708314338247459,45254
29131,1708314338259601,1708314338306964,47363
29132,1708314338317560,1708314338371052,53492
29133,1708314338383313,1708314338428777,45464
29134,1708314338441348,1708314338486851,45503
29135,1708314338499164,1708314338544597,45433
29136,1708314338556881,1708314338602300,45419
29137,1708314338614788,1708314338660156,45368
