frame number,image_height,image_width,publisher_sent,subscriber_received,frequency,latency,packets_receieved_count,transport
1,1,1,1705264569683291919,1705264570210710193,5,527418274,1,1
1,1,1,1705264569683291919,1705264570211039547,5,527747628,2,1
2,1,1,1705264569883436086,1705264570211226892,5,327790806,3,1
2,1,1,1705264569883436086,1705264570211366567,5,327930481,4,1
3,1,1,1705264570083492247,1705264570211506242,5,128013995,5,1
3,1,1,1705264570083492247,1705264570211636584,5,128144337,6,1
4,1,1,1705264570283841427,1705264570284331124,5,489697,7,1
4,1,1,1705264570283841427,1705264570284544137,5,702710,8,1
5,1,1,1705264570484121269,1705264570484539628,5,418359,9,1
5,1,1,1705264570484121269,1705264570484757309,5,636040,10,1
6,1,1,1705264570684428779,1705264570685011482,5,582703,11,1
6,1,1,1705264570684428779,1705264570685247164,5,818385,12,1
7,1,1,1705264570884822628,1705264570885239321,5,416693,13,1
7,1,1,1705264570884822628,1705264570885454668,5,632040,14,1
8,1,1,1705264571085100137,1705264571086812910,5,1712773,15,1
8,1,1,1705264571085100137,1705264571087049925,5,1949788,16,1
9,1,1,1705264571285414314,1705264571286011351,5,597037,17,1
9,1,1,1705264571285414314,1705264571286245699,5,831385,18,1
10,1,1,1705264571485762827,1705264571486176853,5,414026,19,1
10,1,1,1705264571485762827,1705264571486394533,5,631706,20,1
11,1,1,1705264571686114673,1705264571687580765,5,1466092,21,1
11,1,1,1705264571686114673,1705264571688292476,5,2177803,22,1
12,1,1,1705264571887656594,1705264571888446643,5,790049,23,1
12,1,1,1705264571887656594,1705264571888695659,5,1039065,24,1
13,1,1,1705264572088166784,1705264572089546870,5,1380086,25,1
13,1,1,1705264572088166784,1705264572089828554,5,1661770,26,1
14,1,1,1705264572288848984,1705264572289490024,5,641040,27,1
14,1,1,1705264572288848984,1705264572289729372,5,880388,28,1
15,1,1,1705264572489940877,1705264572490778262,5,837385,29,1
15,1,1,1705264572489940877,1705264572491055613,5,1114736,30,1
16,1,1,1705264572691233782,1705264572691989162,5,755380,31,1
16,1,1,1705264572691233782,1705264572692192175,5,958393,32,1
17,1,1,1705264572892334342,1705264572893014051,5,679709,33,1
17,1,1,1705264572892334342,1705264572893241065,5,906723,34,1
18,1,1,1705264573092525178,1705264573093616579,5,1091401,35,1
18,1,1,1705264573092525178,1705264573093831593,5,1306415,36,1
19,1,1,1705264573293526065,1705264573294110768,5,584703,37,1
19,1,1,1705264573293526065,1705264573294316781,5,790716,38,1
20,1,1,1705264573494024920,1705264573494480949,5,456029,39,1
20,1,1,1705264573494024920,1705264573494681628,5,656708,40,1
21,1,1,1705264573694157086,1705264573694695120,5,538034,41,1
21,1,1,1705264573694157086,1705264573694966470,5,809384,42,1
22,1,1,1705264573894453263,1705264573895084635,5,631372,43,1
22,1,1,1705264573894453263,1705264573895273314,5,820051,44,1
23,1,1,1705264574095004455,1705264574095528154,5,523699,45,1
23,1,1,1705264574095004455,1705264574095712832,5,708377,46,1
24,1,1,1705264574295384636,1705264574295972673,5,588037,47,1
24,1,1,1705264574295384636,1705264574296154684,5,770048,48,1
25,1,1,1705264574495832489,1705264574496177177,5,344688,49,1
25,1,1,1705264574495832489,1705264574496391190,5,558701,50,1
26,1,1,1705264574696103330,1705264574696751371,5,648041,51,1
26,1,1,1705264574696103330,1705264574697051723,5,948393,52,1
27,1,1,1705264574896278832,1705264574896690858,5,412026,53,1
27,1,1,1705264574896278832,1705264574896960208,5,681376,54,1
28,1,1,1705264575096545007,1705264575096959699,5,414692,55,1
28,1,1,1705264575096545007,1705264575097218715,5,673708,56,1
29,1,1,1705264575296794180,1705264575297424553,5,630373,57,1
29,1,1,1705264575296794180,1705264575297609564,5,815384,58,1
30,1,1,1705264575497311370,1705264575497804401,5,493031,59,1
30,1,1,1705264575497311370,1705264575498039749,5,728379,60,1
31,1,1,1705264575697707886,1705264575698308590,5,600704,61,1
31,1,1,1705264575697707886,1705264575698493602,5,785716,62,1
32,1,1,1705264575898211408,1705264575898646102,5,434694,63,1
32,1,1,1705264575898211408,1705264575898873116,5,661708,64,1
33,1,1,1705264576098520919,1705264576099058286,5,537367,65,1
33,1,1,1705264576098520919,1705264576099282300,5,761381,66,1
34,1,1,1705264576298881099,1705264576299347128,5,466029,67,1
34,1,1,1705264576298881099,1705264576299533473,5,652374,68,1
35,1,1,1705264576499256947,1705264576499781313,5,524366,69,1
